date,location,co,no2,o3,pm10,pm25,so2
2018-03-09,"Bollaram Industrial Area, Hyderabad - TSPCB",51500.0,40.0,38.0,118.0,106.0,10.0
2018-03-10,"Bollaram Industrial Area, Hyderabad - TSPCB",43200.0,44.8,33.8,121.0,108.0,10.0
2018-03-11,"Bollaram Industrial Area, Hyderabad - TSPCB",35200.0,45.2,52.4,135.0,146.0,12.2
2018-03-12,"Bollaram Industrial Area, Hyderabad - TSPCB",23000.0,25.3,44.4,97.1,81.9,8.0
2018-03-13,"Bollaram Industrial Area, Hyderabad - TSPCB",27700.0,34.0,26.3,92.0,66.3,7.0
2018-03-14,"Bollaram Industrial Area, Hyderabad - TSPCB",40800.0,41.5,27.8,108.0,85.3,9.75
2018-03-15,"Bollaram Industrial Area, Hyderabad - TSPCB",27200.0,40.0,51.6,108.0,92.6,11.0
2018-03-16,"Bollaram Industrial Area, Hyderabad - TSPCB",40500.0,37.5,32.5,127.0,108.0,22.0
2018-03-17,"Bollaram Industrial Area, Hyderabad - TSPCB",30000.0,19.7,57.0,102.0,103.0,17.3
2018-03-18,"Bollaram Industrial Area, Hyderabad - TSPCB",25300.0,22.0,31.0,78.8,83.0,7.0
2018-03-19,"Bollaram Industrial Area, Hyderabad - TSPCB",30000.0,22.7,43.0,73.0,69.0,6.0
2018-03-20,"Bollaram Industrial Area, Hyderabad - TSPCB",32500.0,40.8,42.5,107.0,96.0,8.0
2018-03-21,"Bollaram Industrial Area, Hyderabad - TSPCB",50500.0,43.8,39.5,113.0,112.0,12.3
2018-03-22,"Bollaram Industrial Area, Hyderabad - TSPCB",47000.0,40.3,33.2,129.0,123.0,23.8
2018-03-23,"Bollaram Industrial Area, Hyderabad - TSPCB",54600.0,43.4,24.1,127.0,103.0,25.7
2018-03-24,"Bollaram Industrial Area, Hyderabad - TSPCB",54200.0,51.0,30.6,132.0,106.0,28.8
2018-03-25,"Bollaram Industrial Area, Hyderabad - TSPCB",44300.0,48.3,29.0,133.0,120.0,22.0
2018-03-26,"Bollaram Industrial Area, Hyderabad - TSPCB",40300.0,28.3,31.4,124.0,137.0,10.9
2018-03-27,"Bollaram Industrial Area, Hyderabad - TSPCB",44300.0,39.4,32.6,128.0,131.0,12.3
2018-03-28,"Bollaram Industrial Area, Hyderabad - TSPCB",35800.0,42.8,41.6,128.0,116.0,13.6
2018-03-29,"Bollaram Industrial Area, Hyderabad - TSPCB",43600.0,41.2,38.4,126.0,112.0,13.0
2018-03-30,"Bollaram Industrial Area, Hyderabad - TSPCB",37000.0,41.8,28.8,131.0,126.0,13.5
2018-04-06,"Bollaram Industrial Area, Hyderabad - TSPCB",9820.0,,59.5,,,
2018-04-07,"Bollaram Industrial Area, Hyderabad - TSPCB",12400.0,36.0,43.1,89.8,62.4,14.2
2018-04-08,"Bollaram Industrial Area, Hyderabad - TSPCB",30700.0,36.5,36.6,86.6,64.8,12.1
2018-04-09,"Bollaram Industrial Area, Hyderabad - TSPCB",28000.0,29.7,30.1,71.9,58.6,7.55
2018-04-16,"Bollaram Industrial Area, Hyderabad - TSPCB",678.0,26.8,42.1,102.0,41.9,37.1
2018-04-17,"Bollaram Industrial Area, Hyderabad - TSPCB",579.0,29.7,37.5,97.9,38.6,30.2
2018-04-18,"Bollaram Industrial Area, Hyderabad - TSPCB",431.0,23.3,42.1,155.0,55.2,14.4
2018-04-19,"Bollaram Industrial Area, Hyderabad - TSPCB",496.0,32.8,38.7,137.0,47.1,68.0
2018-04-20,"Bollaram Industrial Area, Hyderabad - TSPCB",1290.0,83.6,7.89,172.0,69.7,8.07
2018-04-26,"Bollaram Industrial Area, Hyderabad - TSPCB",627.0,33.0,44.0,129.0,45.0,30.7
2018-04-27,"Bollaram Industrial Area, Hyderabad - TSPCB",398.0,16.8,46.8,92.1,39.9,32.1
2018-04-28,"Bollaram Industrial Area, Hyderabad - TSPCB",366.0,24.0,40.5,115.0,40.1,36.2
2018-04-29,"Bollaram Industrial Area, Hyderabad - TSPCB",430.0,18.2,52.0,115.0,39.4,29.9
2018-04-30,"Bollaram Industrial Area, Hyderabad - TSPCB",590.0,32.7,39.9,128.0,47.1,35.1
2018-05-01,"Bollaram Industrial Area, Hyderabad - TSPCB",487.0,21.6,40.5,141.0,48.6,22.0
2018-05-02,"Bollaram Industrial Area, Hyderabad - TSPCB",546.0,23.9,43.7,106.0,39.3,25.5
2018-05-03,"Bollaram Industrial Area, Hyderabad - TSPCB",475.0,17.8,45.3,95.5,33.1,19.2
2018-05-04,"Bollaram Industrial Area, Hyderabad - TSPCB",410.0,26.8,45.4,76.8,23.5,26.6
2018-05-05,"Bollaram Industrial Area, Hyderabad - TSPCB",399.0,20.8,45.2,86.4,28.6,38.2
2018-05-06,"Bollaram Industrial Area, Hyderabad - TSPCB",388.0,22.4,40.7,102.0,35.8,57.8
2018-05-07,"Bollaram Industrial Area, Hyderabad - TSPCB",394.0,19.0,42.4,111.0,34.9,46.3
2018-05-08,"Bollaram Industrial Area, Hyderabad - TSPCB",480.0,30.7,44.8,125.0,48.1,35.8
2018-05-09,"Bollaram Industrial Area, Hyderabad - TSPCB",418.0,29.5,43.0,114.0,45.9,24.2
2018-05-10,"Bollaram Industrial Area, Hyderabad - TSPCB",288.0,15.4,38.0,70.1,31.0,5.08
2018-05-11,"Bollaram Industrial Area, Hyderabad - TSPCB",354.0,20.3,51.4,98.9,34.8,56.0
2018-05-12,"Bollaram Industrial Area, Hyderabad - TSPCB",437.0,22.0,46.2,110.0,36.7,36.7
2018-05-13,"Bollaram Industrial Area, Hyderabad - TSPCB",394.0,23.0,56.4,92.5,34.3,47.7
2018-05-14,"Bollaram Industrial Area, Hyderabad - TSPCB",303.0,25.3,53.5,95.7,34.4,15.9
2018-08-10,"Bollaram Industrial Area, Hyderabad - TSPCB",171.0,18.0,6.2,60.8,27.4,7.49
2018-08-11,"Bollaram Industrial Area, Hyderabad - TSPCB",310.0,11.5,4.26,42.7,21.2,23.0
2018-08-12,"Bollaram Industrial Area, Hyderabad - TSPCB",233.0,11.6,7.89,54.5,18.6,16.6
2018-08-13,"Bollaram Industrial Area, Hyderabad - TSPCB",240.0,11.1,8.3,30.9,12.9,7.1
2018-08-14,"Bollaram Industrial Area, Hyderabad - TSPCB",276.0,12.9,8.59,56.9,22.9,18.9
2018-08-15,"Bollaram Industrial Area, Hyderabad - TSPCB",288.0,11.7,5.03,79.9,31.1,10.7
2018-08-16,"Bollaram Industrial Area, Hyderabad - TSPCB",159.0,7.16,7.28,15.0,11.1,4.89
2018-08-17,"Bollaram Industrial Area, Hyderabad - TSPCB",321.0,13.3,5.23,72.0,30.1,53.3
2018-08-18,"Bollaram Industrial Area, Hyderabad - TSPCB",610.0,15.1,5.22,81.5,27.7,12.6
2018-08-19,"Bollaram Industrial Area, Hyderabad - TSPCB",312.0,12.0,7.93,68.8,32.7,18.3
2018-08-20,"Bollaram Industrial Area, Hyderabad - TSPCB",264.0,11.8,4.44,51.8,21.4,41.2
2018-08-21,"Bollaram Industrial Area, Hyderabad - TSPCB",226.0,12.7,7.84,35.2,13.6,25.0
2018-08-22,"Bollaram Industrial Area, Hyderabad - TSPCB",264.0,16.6,5.38,59.0,18.0,9.13
2018-08-23,"Bollaram Industrial Area, Hyderabad - TSPCB",325.0,13.3,4.65,94.7,30.9,13.5
2018-08-24,"Bollaram Industrial Area, Hyderabad - TSPCB",299.0,15.1,10.8,94.4,28.7,17.5
2018-08-25,"Bollaram Industrial Area, Hyderabad - TSPCB",294.0,18.1,4.42,99.6,34.2,53.9
2018-08-26,"Bollaram Industrial Area, Hyderabad - TSPCB",298.0,13.7,6.03,85.3,30.5,21.5
2018-08-27,"Bollaram Industrial Area, Hyderabad - TSPCB",303.0,13.3,8.33,71.6,28.3,10.2
2018-08-28,"Bollaram Industrial Area, Hyderabad - TSPCB",264.0,12.7,7.72,62.6,21.4,18.8
2018-08-29,"Bollaram Industrial Area, Hyderabad - TSPCB",359.0,18.1,8.92,92.4,34.1,31.6
2018-08-30,"Bollaram Industrial Area, Hyderabad - TSPCB",295.0,11.8,9.58,92.5,29.7,9.4
2018-08-31,"Bollaram Industrial Area, Hyderabad - TSPCB",271.0,11.6,8.96,80.6,27.1,17.6
2018-09-01,"Bollaram Industrial Area, Hyderabad - TSPCB",290.0,14.3,8.66,93.7,35.3,19.5
2018-09-02,"Bollaram Industrial Area, Hyderabad - TSPCB",302.0,13.5,7.66,88.5,32.1,23.3
2018-09-03,"Bollaram Industrial Area, Hyderabad - TSPCB",331.0,12.8,8.04,71.9,27.3,14.6
2018-09-04,"Bollaram Industrial Area, Hyderabad - TSPCB",286.0,13.2,8.57,85.9,29.6,20.2
2018-09-05,"Bollaram Industrial Area, Hyderabad - TSPCB",286.0,12.9,9.38,108.0,45.8,9.82
2018-09-06,"Bollaram Industrial Area, Hyderabad - TSPCB",273.0,13.5,10.3,89.0,34.0,22.4
2018-09-07,"Bollaram Industrial Area, Hyderabad - TSPCB",296.0,15.5,10.5,103.0,36.7,22.9
2018-09-08,"Bollaram Industrial Area, Hyderabad - TSPCB",276.0,15.3,7.64,80.2,29.8,8.71
2018-09-09,"Bollaram Industrial Area, Hyderabad - TSPCB",405.0,14.3,8.94,110.0,40.1,20.0
2018-09-10,"Bollaram Industrial Area, Hyderabad - TSPCB",344.0,12.8,17.6,81.8,29.2,15.3
2018-09-11,"Bollaram Industrial Area, Hyderabad - TSPCB",428.0,15.5,19.6,63.4,30.0,14.8
2018-09-12,"Bollaram Industrial Area, Hyderabad - TSPCB",518.0,19.9,12.4,79.1,38.7,8.51
2018-09-13,"Bollaram Industrial Area, Hyderabad - TSPCB",545.0,19.8,14.8,94.1,42.8,6.56
2018-09-14,"Bollaram Industrial Area, Hyderabad - TSPCB",437.0,14.7,22.5,90.9,41.4,37.2
2018-09-15,"Bollaram Industrial Area, Hyderabad - TSPCB",555.0,19.7,9.47,106.0,57.3,5.13
2018-09-16,"Bollaram Industrial Area, Hyderabad - TSPCB",392.0,10.5,12.5,76.2,79.6,20.2
2018-09-17,"Bollaram Industrial Area, Hyderabad - TSPCB",349.0,14.3,13.0,91.4,70.2,12.8
2018-09-18,"Bollaram Industrial Area, Hyderabad - TSPCB",331.0,13.9,12.7,64.9,57.0,6.46
2018-09-19,"Bollaram Industrial Area, Hyderabad - TSPCB",361.0,15.8,13.1,93.8,41.7,18.5
2018-09-20,"Bollaram Industrial Area, Hyderabad - TSPCB",399.0,14.9,11.1,122.0,54.8,13.1
2018-09-21,"Bollaram Industrial Area, Hyderabad - TSPCB",427.0,24.8,11.0,95.8,44.4,11.6
2018-09-22,"Bollaram Industrial Area, Hyderabad - TSPCB",331.0,15.9,13.8,72.9,28.3,16.2
2018-09-23,"Bollaram Industrial Area, Hyderabad - TSPCB",414.0,11.1,17.1,72.6,36.0,3.92
2018-09-24,"Bollaram Industrial Area, Hyderabad - TSPCB",611.0,20.7,11.9,70.7,39.9,17.5
2018-09-25,"Bollaram Industrial Area, Hyderabad - TSPCB",693.0,25.5,13.5,102.0,46.2,16.8
2018-09-26,"Bollaram Industrial Area, Hyderabad - TSPCB",821.0,33.3,9.01,133.0,61.1,19.6
2018-09-27,"Bollaram Industrial Area, Hyderabad - TSPCB",490.0,18.2,15.1,88.9,44.9,7.71
2018-09-28,"Bollaram Industrial Area, Hyderabad - TSPCB",544.0,21.3,14.0,90.1,44.3,4.76
2018-09-29,"Bollaram Industrial Area, Hyderabad - TSPCB",487.0,22.1,13.2,111.0,57.2,17.2
2018-09-30,"Bollaram Industrial Area, Hyderabad - TSPCB",486.0,16.7,18.0,97.4,67.9,19.1
2018-10-01,"Bollaram Industrial Area, Hyderabad - TSPCB",386.0,18.2,21.5,83.1,56.6,5.56
2018-10-02,"Bollaram Industrial Area, Hyderabad - TSPCB",400.0,13.5,15.6,78.1,37.7,14.7
2018-10-03,"Bollaram Industrial Area, Hyderabad - TSPCB",412.0,16.4,17.0,89.1,39.4,19.2
2018-10-04,"Bollaram Industrial Area, Hyderabad - TSPCB",390.0,14.1,16.3,91.3,39.2,4.11
2018-10-05,"Bollaram Industrial Area, Hyderabad - TSPCB",396.0,17.5,21.2,112.0,40.5,4.83
2018-10-06,"Bollaram Industrial Area, Hyderabad - TSPCB",430.0,16.7,22.8,120.0,50.9,17.0
2018-10-07,"Bollaram Industrial Area, Hyderabad - TSPCB",464.0,18.1,19.5,129.0,63.6,6.15
2018-10-08,"Bollaram Industrial Area, Hyderabad - TSPCB",431.0,17.7,23.4,135.0,60.3,7.23
2018-10-09,"Bollaram Industrial Area, Hyderabad - TSPCB",388.0,18.3,22.0,123.0,54.7,10.7
2018-10-10,"Bollaram Industrial Area, Hyderabad - TSPCB",417.0,19.0,17.1,143.0,55.3,13.3
2018-10-11,"Bollaram Industrial Area, Hyderabad - TSPCB",426.0,19.4,27.5,144.0,59.3,28.1
2018-10-12,"Bollaram Industrial Area, Hyderabad - TSPCB",445.0,15.7,26.9,109.0,54.5,10.9
2018-10-13,"Bollaram Industrial Area, Hyderabad - TSPCB",543.0,19.0,16.2,105.0,53.0,14.4
2018-10-14,"Bollaram Industrial Area, Hyderabad - TSPCB",388.0,14.8,23.1,74.9,48.7,31.4
2018-10-15,"Bollaram Industrial Area, Hyderabad - TSPCB",325.0,15.6,16.7,82.0,45.6,7.12
2018-10-16,"Bollaram Industrial Area, Hyderabad - TSPCB",274.0,8.46,20.0,57.8,49.0,2.59
2018-10-17,"Bollaram Industrial Area, Hyderabad - TSPCB",541.0,27.8,8.16,44.2,52.2,4.67
2018-10-18,"Bollaram Industrial Area, Hyderabad - TSPCB",728.0,23.3,6.91,67.9,51.6,4.12
2018-10-19,"Bollaram Industrial Area, Hyderabad - TSPCB",410.0,14.3,18.9,71.9,41.5,17.9
2018-10-20,"Bollaram Industrial Area, Hyderabad - TSPCB",528.0,20.8,19.3,110.0,56.5,14.1
2018-10-21,"Bollaram Industrial Area, Hyderabad - TSPCB",480.0,17.8,22.5,109.0,57.7,4.11
2018-10-22,"Bollaram Industrial Area, Hyderabad - TSPCB",673.0,35.5,17.5,146.0,68.8,18.2
2018-10-23,"Bollaram Industrial Area, Hyderabad - TSPCB",629.0,28.0,17.2,136.0,70.9,18.1
2018-10-24,"Bollaram Industrial Area, Hyderabad - TSPCB",578.0,22.9,15.8,113.0,69.8,28.2
2018-10-25,"Bollaram Industrial Area, Hyderabad - TSPCB",426.0,22.5,26.7,91.0,55.6,18.2
2018-10-26,"Bollaram Industrial Area, Hyderabad - TSPCB",370.0,25.0,30.6,91.1,46.6,6.32
2018-10-27,"Bollaram Industrial Area, Hyderabad - TSPCB",464.0,24.6,27.3,119.0,53.6,20.3
2018-10-28,"Bollaram Industrial Area, Hyderabad - TSPCB",332.0,17.2,35.2,75.7,47.7,19.0
2018-10-29,"Bollaram Industrial Area, Hyderabad - TSPCB",328.0,17.1,34.1,72.0,44.4,9.47
2018-10-30,"Bollaram Industrial Area, Hyderabad - TSPCB",374.0,15.8,33.1,70.9,47.7,7.3
2018-10-31,"Bollaram Industrial Area, Hyderabad - TSPCB",382.0,16.9,28.5,79.8,51.1,16.0
2018-11-01,"Bollaram Industrial Area, Hyderabad - TSPCB",441.0,23.0,20.6,75.8,45.1,5.39
2018-11-02,"Bollaram Industrial Area, Hyderabad - TSPCB",469.0,18.8,14.8,45.1,27.7,19.5
2018-11-03,"Bollaram Industrial Area, Hyderabad - TSPCB",443.0,16.7,11.3,49.3,26.3,13.5
2018-11-04,"Bollaram Industrial Area, Hyderabad - TSPCB",424.0,11.5,16.2,26.6,22.5,2.89
2018-11-05,"Bollaram Industrial Area, Hyderabad - TSPCB",540.0,22.4,14.9,57.3,32.7,3.48
2018-11-06,"Bollaram Industrial Area, Hyderabad - TSPCB",538.0,20.1,18.4,84.8,43.7,3.96
2018-11-07,"Bollaram Industrial Area, Hyderabad - TSPCB",509.0,18.0,18.5,95.4,56.5,15.2
2018-11-08,"Bollaram Industrial Area, Hyderabad - TSPCB",593.0,12.6,20.5,108.0,61.3,4.82
2018-11-09,"Bollaram Industrial Area, Hyderabad - TSPCB",509.0,21.4,18.7,128.0,60.9,4.2
2018-11-10,"Bollaram Industrial Area, Hyderabad - TSPCB",455.0,17.7,23.9,122.0,64.8,6.63
2018-11-11,"Bollaram Industrial Area, Hyderabad - TSPCB",374.0,15.7,31.2,95.6,44.7,21.7
2018-11-12,"Bollaram Industrial Area, Hyderabad - TSPCB",388.0,16.4,35.6,123.0,53.8,11.1
2018-11-13,"Bollaram Industrial Area, Hyderabad - TSPCB",512.0,19.6,28.5,122.0,57.1,10.9
2018-11-14,"Bollaram Industrial Area, Hyderabad - TSPCB",526.0,25.8,35.8,147.0,75.7,15.7
2018-11-15,"Bollaram Industrial Area, Hyderabad - TSPCB",394.0,18.8,25.0,100.0,43.8,8.86
2018-11-16,"Bollaram Industrial Area, Hyderabad - TSPCB",447.0,22.0,18.8,91.3,36.2,18.1
2018-11-17,"Bollaram Industrial Area, Hyderabad - TSPCB",400.0,16.4,10.4,64.2,22.0,3.66
2018-11-18,"Bollaram Industrial Area, Hyderabad - TSPCB",368.0,12.2,13.4,43.5,16.9,15.7
2018-11-19,"Bollaram Industrial Area, Hyderabad - TSPCB",397.0,17.3,10.6,54.2,20.1,3.22
2019-01-03,"Bollaram Industrial Area, Hyderabad - TSPCB",857.0,51.4,12.3,176.0,78.1,7.24
2019-02-13,"Bollaram Industrial Area, Hyderabad - TSPCB",581.0,21.5,16.3,119.0,59.1,22.0
2019-02-14,"Bollaram Industrial Area, Hyderabad - TSPCB",719.0,26.1,19.4,137.0,75.4,3.56
2019-04-27,"Bollaram Industrial Area, Hyderabad - TSPCB",837.0,34.1,45.1,141.0,54.9,4.89
2019-04-28,"Bollaram Industrial Area, Hyderabad - TSPCB",515.0,25.0,36.3,125.0,48.1,6.28
2019-04-29,"Bollaram Industrial Area, Hyderabad - TSPCB",473.0,23.7,29.6,102.0,40.3,5.42
2019-04-30,"Bollaram Industrial Area, Hyderabad - TSPCB",459.0,21.4,43.0,123.0,42.5,3.9
2019-05-01,"Bollaram Industrial Area, Hyderabad - TSPCB",491.0,27.3,32.3,127.0,40.7,5.15
2019-05-02,"Bollaram Industrial Area, Hyderabad - TSPCB",414.0,27.8,28.7,152.0,50.1,12.2
2019-05-03,"Bollaram Industrial Area, Hyderabad - TSPCB",767.0,39.0,16.6,173.0,67.2,35.9
2019-06-19,"Bollaram Industrial Area, Hyderabad - TSPCB",425.0,16.7,18.3,66.4,30.5,10.9
2019-06-20,"Bollaram Industrial Area, Hyderabad - TSPCB",129.0,11.7,23.5,46.8,27.4,4.85
2019-06-21,"Bollaram Industrial Area, Hyderabad - TSPCB",380.0,21.9,25.4,69.5,37.8,6.48
2019-06-22,"Bollaram Industrial Area, Hyderabad - TSPCB",238.0,24.5,24.8,51.6,36.5,7.68
2019-06-23,"Bollaram Industrial Area, Hyderabad - TSPCB",538.0,27.2,19.2,61.3,40.3,10.2
2019-06-24,"Bollaram Industrial Area, Hyderabad - TSPCB",509.0,24.5,26.3,65.5,38.6,8.58
2019-06-25,"Bollaram Industrial Area, Hyderabad - TSPCB",571.0,29.5,23.5,75.6,40.7,7.38
2019-06-26,"Bollaram Industrial Area, Hyderabad - TSPCB",208.0,21.2,18.8,49.5,24.7,7.96
2019-06-27,"Bollaram Industrial Area, Hyderabad - TSPCB",130.0,27.9,13.7,47.6,17.2,9.22
2019-06-29,"Bollaram Industrial Area, Hyderabad - TSPCB",254.0,38.3,15.5,55.7,24.9,6.03
2019-06-30,"Bollaram Industrial Area, Hyderabad - TSPCB",280.0,43.0,12.6,67.0,33.0,10.9
2019-07-01,"Bollaram Industrial Area, Hyderabad - TSPCB",283.0,44.6,9.9,91.0,36.4,11.1
2019-07-02,"Bollaram Industrial Area, Hyderabad - TSPCB",265.0,39.7,12.4,57.4,25.6,5.58
2019-07-03,"Bollaram Industrial Area, Hyderabad - TSPCB",283.0,38.7,13.7,83.6,29.8,6.39
2019-07-04,"Bollaram Industrial Area, Hyderabad - TSPCB",259.0,37.0,11.7,54.9,23.6,8.62
2019-07-05,"Bollaram Industrial Area, Hyderabad - TSPCB",228.0,38.5,9.81,45.6,22.5,6.21
2019-07-08,"Bollaram Industrial Area, Hyderabad - TSPCB",174.0,38.6,12.3,89.2,26.8,12.9
2019-07-09,"Bollaram Industrial Area, Hyderabad - TSPCB",237.0,36.6,8.69,41.3,18.9,6.59
2019-07-10,"Bollaram Industrial Area, Hyderabad - TSPCB",280.0,38.9,11.6,73.4,20.6,9.23
2019-07-11,"Bollaram Industrial Area, Hyderabad - TSPCB",288.0,30.3,16.3,59.7,25.7,16.1
2019-07-12,"Bollaram Industrial Area, Hyderabad - TSPCB",261.0,35.6,10.2,38.4,22.3,46.3
2019-07-13,"Bollaram Industrial Area, Hyderabad - TSPCB",251.0,14.5,22.2,52.6,18.3,45.5
2019-07-15,"Bollaram Industrial Area, Hyderabad - TSPCB",429.0,23.7,24.7,89.0,35.3,30.5
2019-07-16,"Bollaram Industrial Area, Hyderabad - TSPCB",325.0,19.6,22.9,96.6,30.1,41.5
2019-07-17,"Bollaram Industrial Area, Hyderabad - TSPCB",296.0,22.1,27.3,91.2,29.1,38.0
2019-07-18,"Bollaram Industrial Area, Hyderabad - TSPCB",329.0,21.7,33.1,109.0,34.3,37.4
2019-07-19,"Bollaram Industrial Area, Hyderabad - TSPCB",435.0,26.9,31.0,118.0,52.7,34.3
2019-07-20,"Bollaram Industrial Area, Hyderabad - TSPCB",411.0,23.3,32.7,66.2,36.9,13.9
2019-07-21,"Bollaram Industrial Area, Hyderabad - TSPCB",387.0,19.3,29.0,63.0,20.1,14.8
2019-07-22,"Bollaram Industrial Area, Hyderabad - TSPCB",392.0,19.6,27.5,62.9,15.2,13.1
2019-07-23,"Bollaram Industrial Area, Hyderabad - TSPCB",233.0,14.0,30.2,50.1,9.08,15.9
2019-07-24,"Bollaram Industrial Area, Hyderabad - TSPCB",254.0,15.9,28.7,58.8,13.8,22.4
2019-07-25,"Bollaram Industrial Area, Hyderabad - TSPCB",331.0,28.0,24.5,76.4,21.2,32.0
2019-07-26,"Bollaram Industrial Area, Hyderabad - TSPCB",327.0,28.4,22.2,75.3,23.7,42.2
2019-07-27,"Bollaram Industrial Area, Hyderabad - TSPCB",235.0,18.0,22.9,57.9,19.0,19.3
2019-07-28,"Bollaram Industrial Area, Hyderabad - TSPCB",214.0,22.8,24.5,37.0,13.2,12.9
2019-07-29,"Bollaram Industrial Area, Hyderabad - TSPCB",261.0,19.9,19.9,23.7,9.17,13.2
2019-07-30,"Bollaram Industrial Area, Hyderabad - TSPCB",218.0,18.8,23.9,23.1,12.9,19.5
2019-07-31,"Bollaram Industrial Area, Hyderabad - TSPCB",264.0,18.5,21.4,41.8,18.5,35.1
2019-08-01,"Bollaram Industrial Area, Hyderabad - TSPCB",229.0,31.6,19.3,33.1,17.4,22.5
2019-08-02,"Bollaram Industrial Area, Hyderabad - TSPCB",243.0,18.8,17.8,18.6,15.4,17.8
2019-08-03,"Bollaram Industrial Area, Hyderabad - TSPCB",278.0,13.1,21.3,14.3,12.2,8.68
2019-08-04,"Bollaram Industrial Area, Hyderabad - TSPCB",253.0,12.4,25.5,17.9,12.1,12.1
2019-08-05,"Bollaram Industrial Area, Hyderabad - TSPCB",238.0,10.8,23.2,24.8,13.4,19.7
2019-08-06,"Bollaram Industrial Area, Hyderabad - TSPCB",265.0,17.2,20.1,29.9,14.4,26.1
2019-08-07,"Bollaram Industrial Area, Hyderabad - TSPCB",331.0,35.2,17.1,23.4,13.3,20.4
2019-08-08,"Bollaram Industrial Area, Hyderabad - TSPCB",151.0,40.1,21.3,36.7,11.5,17.3
2019-08-09,"Bollaram Industrial Area, Hyderabad - TSPCB",312.0,19.1,28.0,47.7,10.9,42.7
2019-08-10,"Bollaram Industrial Area, Hyderabad - TSPCB",372.0,33.4,26.6,53.4,13.6,30.5
2019-08-11,"Bollaram Industrial Area, Hyderabad - TSPCB",161.0,36.2,27.6,40.7,11.3,18.2
2019-08-12,"Bollaram Industrial Area, Hyderabad - TSPCB",434.0,46.4,19.5,129.0,44.6,50.0
2019-08-13,"Bollaram Industrial Area, Hyderabad - TSPCB",491.0,59.5,19.8,109.0,38.6,36.6
2019-08-14,"Bollaram Industrial Area, Hyderabad - TSPCB",419.0,45.7,25.3,90.7,26.5,41.5
2019-08-15,"Bollaram Industrial Area, Hyderabad - TSPCB",303.0,35.7,22.0,84.7,24.1,52.6
2019-08-16,"Bollaram Industrial Area, Hyderabad - TSPCB",347.0,41.5,23.3,83.5,24.8,37.4
2019-08-17,"Bollaram Industrial Area, Hyderabad - TSPCB",383.0,36.7,26.0,106.0,30.7,26.9
2019-08-18,"Bollaram Industrial Area, Hyderabad - TSPCB",511.0,50.1,21.5,115.0,36.0,19.9
2019-08-19,"Bollaram Industrial Area, Hyderabad - TSPCB",519.0,56.0,22.5,95.4,30.6,33.0
2019-08-20,"Bollaram Industrial Area, Hyderabad - TSPCB",526.0,53.2,20.6,124.0,49.6,33.9
2019-08-21,"Bollaram Industrial Area, Hyderabad - TSPCB",416.0,30.5,24.0,123.0,44.4,44.7
2019-08-22,"Bollaram Industrial Area, Hyderabad - TSPCB",366.0,20.2,24.2,108.0,37.1,39.5
2019-08-23,"Bollaram Industrial Area, Hyderabad - TSPCB",449.0,27.8,22.1,103.0,39.3,40.8
2019-08-24,"Bollaram Industrial Area, Hyderabad - TSPCB",362.0,21.8,25.8,88.8,26.7,42.9
2019-08-25,"Bollaram Industrial Area, Hyderabad - TSPCB",351.0,20.1,28.8,65.1,23.4,28.8
2019-08-26,"Bollaram Industrial Area, Hyderabad - TSPCB",284.0,22.8,24.6,56.0,17.2,27.8
2019-08-27,"Bollaram Industrial Area, Hyderabad - TSPCB",337.0,20.6,35.1,96.8,22.3,21.1
2019-08-28,"Bollaram Industrial Area, Hyderabad - TSPCB",320.0,26.0,32.5,86.2,25.0,31.0
2019-08-29,"Bollaram Industrial Area, Hyderabad - TSPCB",332.0,22.2,28.0,72.5,20.3,17.5
2019-08-30,"Bollaram Industrial Area, Hyderabad - TSPCB",338.0,22.8,24.9,51.9,25.8,27.1
2019-08-31,"Bollaram Industrial Area, Hyderabad - TSPCB",310.0,21.2,22.7,43.3,19.4,22.8
2019-09-01,"Bollaram Industrial Area, Hyderabad - TSPCB",298.0,19.9,21.9,28.1,16.5,22.7
2019-09-02,"Bollaram Industrial Area, Hyderabad - TSPCB",334.0,18.6,19.8,56.1,27.0,34.0
2019-09-03,"Bollaram Industrial Area, Hyderabad - TSPCB",345.0,19.0,20.5,46.0,23.3,31.9
2019-09-04,"Bollaram Industrial Area, Hyderabad - TSPCB",330.0,19.1,20.5,32.0,16.5,30.5
2019-09-05,"Bollaram Industrial Area, Hyderabad - TSPCB",274.0,22.0,22.8,27.1,10.8,25.2
2019-09-06,"Bollaram Industrial Area, Hyderabad - TSPCB",297.0,16.8,21.3,32.3,12.2,27.9
2019-09-07,"Bollaram Industrial Area, Hyderabad - TSPCB",266.0,21.4,19.0,34.1,13.8,24.8
2019-09-08,"Bollaram Industrial Area, Hyderabad - TSPCB",265.0,18.7,22.1,28.3,9.87,26.8
2019-09-09,"Bollaram Industrial Area, Hyderabad - TSPCB",278.0,22.2,21.5,34.9,11.3,33.0
2019-09-10,"Bollaram Industrial Area, Hyderabad - TSPCB",275.0,23.4,23.2,30.1,8.91,15.8
2019-09-11,"Bollaram Industrial Area, Hyderabad - TSPCB",303.0,21.4,24.2,73.4,20.1,18.4
2019-09-12,"Bollaram Industrial Area, Hyderabad - TSPCB",388.0,22.5,18.8,89.9,27.8,39.0
