date,location,co,no2,o3,pm10,pm25,so2
2017-07-10,"Zoo Park, Hyderabad - TSPCB",477.0,16.1,44.5,39.4,17.0,5.09
2017-07-11,"Zoo Park, Hyderabad - TSPCB",489.0,12.3,42.7,48.0,19.8,4.85
2017-07-12,"Zoo Park, Hyderabad - TSPCB",460.0,11.1,45.4,42.8,15.3,5.98
2017-07-13,"Zoo Park, Hyderabad - TSPCB",1910.0,10.8,38.5,38.9,15.7,6.1
2017-07-14,"Zoo Park, Hyderabad - TSPCB",188.0,8.26,41.4,35.6,12.8,4.97
2017-07-15,"Zoo Park, Hyderabad - TSPCB",234.0,7.23,45.5,66.0,20.8,5.03
2017-07-16,"Zoo Park, Hyderabad - TSPCB",226.0,8.71,39.7,38.4,14.8,4.91
2017-07-17,"Zoo Park, Hyderabad - TSPCB",236.0,8.97,38.1,28.0,10.8,4.52
2017-07-18,"Zoo Park, Hyderabad - TSPCB",217.0,8.14,39.8,19.1,8.27,4.98
2017-07-19,"Zoo Park, Hyderabad - TSPCB",224.0,8.11,38.0,14.9,5.0,4.64
2017-07-20,"Zoo Park, Hyderabad - TSPCB",216.0,6.49,42.4,20.0,5.9,4.59
2017-07-21,"Zoo Park, Hyderabad - TSPCB",171.0,6.29,37.2,29.7,4.14,3.81
2017-08-11,"Zoo Park, Hyderabad - TSPCB",676.0,13.1,44.6,56.3,25.2,5.97
2017-08-12,"Zoo Park, Hyderabad - TSPCB",408.0,11.1,41.4,45.6,19.9,6.04
2017-08-13,"Zoo Park, Hyderabad - TSPCB",335.0,11.8,34.4,43.3,19.2,5.38
2017-08-14,"Zoo Park, Hyderabad - TSPCB",315.0,10.9,42.5,43.1,17.7,5.42
2017-08-15,"Zoo Park, Hyderabad - TSPCB",275.0,11.6,38.9,51.5,17.0,4.93
2017-08-16,"Zoo Park, Hyderabad - TSPCB",216.0,14.6,41.6,62.6,20.8,4.83
2017-08-17,"Zoo Park, Hyderabad - TSPCB",294.0,22.4,53.4,77.1,23.9,5.01
2017-08-18,"Zoo Park, Hyderabad - TSPCB",260.0,17.3,49.0,70.6,23.1,4.91
2017-08-19,"Zoo Park, Hyderabad - TSPCB",204.0,12.7,40.6,41.7,14.0,4.96
2017-08-20,"Zoo Park, Hyderabad - TSPCB",167.0,11.0,58.8,17.8,6.03,5.01
2017-08-21,"Zoo Park, Hyderabad - TSPCB",156.0,14.8,54.5,25.4,5.57,4.31
2017-08-22,"Zoo Park, Hyderabad - TSPCB",235.0,13.3,50.6,33.0,11.5,5.71
2017-08-23,"Zoo Park, Hyderabad - TSPCB",268.0,15.1,52.4,44.9,14.0,5.14
2017-08-24,"Zoo Park, Hyderabad - TSPCB",298.0,14.4,45.9,49.8,20.2,4.87
2017-08-25,"Zoo Park, Hyderabad - TSPCB",177.0,6.1,47.0,31.9,14.0,4.49
2017-08-26,"Zoo Park, Hyderabad - TSPCB",235.0,6.47,54.1,35.3,15.8,5.18
2017-08-27,"Zoo Park, Hyderabad - TSPCB",266.0,7.34,61.1,24.6,9.71,5.08
2017-08-28,"Zoo Park, Hyderabad - TSPCB",186.0,5.87,67.6,15.5,3.72,4.72
2017-08-29,"Zoo Park, Hyderabad - TSPCB",194.0,9.73,68.9,18.6,4.26,5.24
2017-08-30,"Zoo Park, Hyderabad - TSPCB",314.0,15.1,61.3,59.9,22.5,5.45
2017-08-31,"Zoo Park, Hyderabad - TSPCB",241.0,12.6,64.9,48.4,14.9,5.07
2017-09-01,"Zoo Park, Hyderabad - TSPCB",258.0,13.8,71.1,57.7,17.1,4.99
2017-09-02,"Zoo Park, Hyderabad - TSPCB",427.0,19.6,75.3,76.9,30.4,5.76
2017-09-03,"Zoo Park, Hyderabad - TSPCB",239.0,18.5,77.0,53.2,22.5,5.09
2017-09-04,"Zoo Park, Hyderabad - TSPCB",390.0,18.9,74.8,62.0,26.9,5.42
2017-09-05,"Zoo Park, Hyderabad - TSPCB",228.0,15.1,68.5,48.7,16.4,5.0
2017-09-06,"Zoo Park, Hyderabad - TSPCB",715.0,20.4,36.8,72.6,38.1,8.68
2017-09-07,"Zoo Park, Hyderabad - TSPCB",752.0,26.6,56.4,105.0,61.1,8.29
2017-09-08,"Zoo Park, Hyderabad - TSPCB",531.0,21.6,83.0,77.2,38.7,7.08
2017-09-09,"Zoo Park, Hyderabad - TSPCB",552.0,22.2,72.6,82.1,40.7,8.18
2017-09-10,"Zoo Park, Hyderabad - TSPCB",408.0,19.0,70.2,59.6,23.5,7.33
2017-09-11,"Zoo Park, Hyderabad - TSPCB",416.0,17.7,66.5,54.5,19.2,6.79
2017-09-12,"Zoo Park, Hyderabad - TSPCB",400.0,17.3,63.8,43.9,15.4,7.46
2017-09-13,"Zoo Park, Hyderabad - TSPCB",377.0,19.1,73.5,56.4,26.1,6.44
2017-09-14,"Zoo Park, Hyderabad - TSPCB",234.0,13.3,74.3,29.0,13.7,4.92
2017-09-15,"Zoo Park, Hyderabad - TSPCB",315.0,15.9,87.9,36.7,19.5,5.71
2017-09-16,"Zoo Park, Hyderabad - TSPCB",311.0,14.7,69.9,26.1,13.3,5.14
2017-09-17,"Zoo Park, Hyderabad - TSPCB",236.0,12.3,64.0,30.1,16.9,5.03
2017-09-18,"Zoo Park, Hyderabad - TSPCB",131.0,7.88,67.6,20.5,8.88,4.73
2017-09-19,"Zoo Park, Hyderabad - TSPCB",153.0,7.31,59.2,21.7,8.88,4.82
2017-09-20,"Zoo Park, Hyderabad - TSPCB",190.0,7.33,60.6,26.8,10.0,4.5
2017-09-21,"Zoo Park, Hyderabad - TSPCB",133.0,9.19,61.9,33.2,18.8,4.88
2017-09-22,"Zoo Park, Hyderabad - TSPCB",231.0,10.3,68.1,34.4,15.9,5.1
2017-09-25,"Zoo Park, Hyderabad - TSPCB",688.0,22.6,96.4,23.5,17.3,4.08
2017-09-26,"Zoo Park, Hyderabad - TSPCB",0.0,20.1,0.0,59.0,40.0,5.4
2017-09-27,"Zoo Park, Hyderabad - TSPCB",561.0,22.3,47.7,86.8,52.0,7.26
2017-09-28,"Zoo Park, Hyderabad - TSPCB",689.0,25.6,40.5,68.0,49.2,10.7
2017-09-29,"Zoo Park, Hyderabad - TSPCB",477.0,18.5,44.8,53.1,39.5,5.93
2017-09-30,"Zoo Park, Hyderabad - TSPCB",718.0,23.7,73.7,73.1,54.0,6.58
2017-10-01,"Zoo Park, Hyderabad - TSPCB",591.0,21.8,83.0,94.1,60.7,6.96
2017-10-02,"Zoo Park, Hyderabad - TSPCB",424.0,19.8,92.4,71.6,45.8,6.11
2017-10-03,"Zoo Park, Hyderabad - TSPCB",1200.0,29.8,79.9,69.2,47.1,17.0
2017-10-04,"Zoo Park, Hyderabad - TSPCB",1160.0,31.1,65.9,99.8,69.2,8.73
2017-10-05,"Zoo Park, Hyderabad - TSPCB",795.0,29.1,72.9,109.0,70.6,7.02
2017-10-06,"Zoo Park, Hyderabad - TSPCB",537.0,27.1,45.6,68.9,37.9,5.85
2017-10-07,"Zoo Park, Hyderabad - TSPCB",3200.0,42.0,63.2,59.8,30.0,55.7
2017-10-08,"Zoo Park, Hyderabad - TSPCB",905.0,34.9,48.8,57.8,50.3,25.2
2017-10-09,"Zoo Park, Hyderabad - TSPCB",573.0,24.4,64.5,58.8,40.2,31.4
2017-10-10,"Zoo Park, Hyderabad - TSPCB",1200.0,20.9,71.1,37.3,23.2,59.7
2017-10-11,"Zoo Park, Hyderabad - TSPCB",469.0,23.2,55.5,59.1,30.6,2.89
2017-10-12,"Zoo Park, Hyderabad - TSPCB",475.0,20.3,47.2,82.6,46.0,3.69
2017-10-13,"Zoo Park, Hyderabad - TSPCB",655.0,26.0,103.0,58.8,31.6,3.35
2017-10-14,"Zoo Park, Hyderabad - TSPCB",542.0,24.3,64.1,58.6,33.9,2.43
2017-10-15,"Zoo Park, Hyderabad - TSPCB",545.0,24.4,58.4,64.5,37.2,2.15
2017-10-16,"Zoo Park, Hyderabad - TSPCB",862.0,45.1,71.8,155.0,83.8,4.54
2017-10-17,"Zoo Park, Hyderabad - TSPCB",749.0,35.2,68.5,121.0,65.9,3.02
2017-10-18,"Zoo Park, Hyderabad - TSPCB",614.0,32.3,63.6,125.0,62.7,4.37
2017-10-19,"Zoo Park, Hyderabad - TSPCB",499.0,29.1,80.1,167.0,109.0,3.04
2017-10-20,"Zoo Park, Hyderabad - TSPCB",179.0,20.5,63.8,154.0,125.0,2.07
2017-10-21,"Zoo Park, Hyderabad - TSPCB",330.0,16.7,90.6,92.0,63.1,2.69
2017-10-22,"Zoo Park, Hyderabad - TSPCB",385.0,16.8,71.1,96.2,65.1,3.29
2017-10-23,"Zoo Park, Hyderabad - TSPCB",557.0,24.4,57.9,86.6,56.3,5.37
2017-10-24,"Zoo Park, Hyderabad - TSPCB",588.0,35.2,64.4,125.0,69.1,7.13
2017-10-25,"Zoo Park, Hyderabad - TSPCB",665.0,38.3,55.2,130.0,71.6,6.5
2017-10-26,"Zoo Park, Hyderabad - TSPCB",686.0,42.1,73.8,128.0,62.1,7.76
2017-10-27,"Zoo Park, Hyderabad - TSPCB",587.0,36.8,65.3,114.0,61.3,5.18
2017-10-28,"Zoo Park, Hyderabad - TSPCB",770.0,36.6,64.6,153.0,72.5,7.43
2017-10-29,"Zoo Park, Hyderabad - TSPCB",759.0,26.4,56.4,153.0,73.7,7.93
2017-10-30,"Zoo Park, Hyderabad - TSPCB",667.0,19.2,58.0,136.0,70.7,5.31
2017-10-31,"Zoo Park, Hyderabad - TSPCB",837.0,57.3,60.6,123.0,64.5,13.4
2017-11-01,"Zoo Park, Hyderabad - TSPCB",1090.0,54.9,58.9,147.0,73.5,15.0
2017-11-02,"Zoo Park, Hyderabad - TSPCB",825.0,49.6,68.2,118.0,66.9,12.4
2017-11-03,"Zoo Park, Hyderabad - TSPCB",637.0,47.4,54.6,117.0,65.9,11.2
2017-11-04,"Zoo Park, Hyderabad - TSPCB",822.0,47.4,57.7,110.0,57.7,12.7
2017-11-05,"Zoo Park, Hyderabad - TSPCB",685.0,41.7,56.4,77.5,36.2,9.84
2017-11-06,"Zoo Park, Hyderabad - TSPCB",564.0,36.2,47.3,72.1,37.1,7.35
2017-11-07,"Zoo Park, Hyderabad - TSPCB",717.0,44.6,62.4,82.1,34.7,10.7
2017-11-08,"Zoo Park, Hyderabad - TSPCB",658.0,44.9,62.7,90.6,42.2,10.1
2017-11-09,"Zoo Park, Hyderabad - TSPCB",718.0,39.4,71.0,93.5,43.7,11.7
2017-11-10,"Zoo Park, Hyderabad - TSPCB",651.0,44.1,63.3,102.0,51.2,12.7
2017-11-11,"Zoo Park, Hyderabad - TSPCB",768.0,52.6,78.4,127.0,70.2,18.0
2017-11-12,"Zoo Park, Hyderabad - TSPCB",739.0,41.4,63.4,113.0,63.4,14.6
2017-11-13,"Zoo Park, Hyderabad - TSPCB",596.0,31.2,77.8,100.0,55.8,11.8
2017-11-14,"Zoo Park, Hyderabad - TSPCB",1070.0,39.1,52.9,125.0,64.0,12.7
2017-11-15,"Zoo Park, Hyderabad - TSPCB",640.0,63.5,62.2,106.0,50.6,8.84
2017-11-16,"Zoo Park, Hyderabad - TSPCB",505.0,68.0,63.9,77.1,33.5,6.39
2017-11-17,"Zoo Park, Hyderabad - TSPCB",518.0,35.4,55.3,71.4,32.1,6.81
2017-11-18,"Zoo Park, Hyderabad - TSPCB",692.0,42.6,49.4,84.5,36.1,9.59
2017-11-19,"Zoo Park, Hyderabad - TSPCB",781.0,41.3,45.2,90.1,39.9,5.56
2017-11-20,"Zoo Park, Hyderabad - TSPCB",1550.0,48.1,57.6,130.0,58.1,13.2
2017-11-21,"Zoo Park, Hyderabad - TSPCB",783.0,46.2,48.2,98.6,47.5,7.2
2017-11-22,"Zoo Park, Hyderabad - TSPCB",331.0,46.9,48.6,88.8,50.0,3.49
2017-11-23,"Zoo Park, Hyderabad - TSPCB",798.0,43.5,67.3,134.0,66.1,8.39
2017-11-24,"Zoo Park, Hyderabad - TSPCB",700.0,43.2,87.1,140.0,76.0,6.59
2017-11-25,"Zoo Park, Hyderabad - TSPCB",793.0,54.1,85.1,160.0,79.3,10.6
2017-11-26,"Zoo Park, Hyderabad - TSPCB",829.0,42.5,76.5,145.0,74.9,59.3
2017-11-27,"Zoo Park, Hyderabad - TSPCB",1790.0,26.4,56.6,159.0,79.5,9.19
2017-11-28,"Zoo Park, Hyderabad - TSPCB",1030.0,61.4,51.8,175.0,81.8,10.8
2017-11-29,"Zoo Park, Hyderabad - TSPCB",1080.0,55.3,66.9,154.0,74.0,21.4
2017-11-30,"Zoo Park, Hyderabad - TSPCB",787.0,38.3,58.7,151.0,75.0,14.9
2017-12-01,"Zoo Park, Hyderabad - TSPCB",749.0,32.9,66.7,153.0,76.0,12.9
2017-12-02,"Zoo Park, Hyderabad - TSPCB",789.0,30.8,78.2,149.0,76.8,13.2
2017-12-03,"Zoo Park, Hyderabad - TSPCB",940.0,36.0,71.4,146.0,71.7,14.1
2017-12-04,"Zoo Park, Hyderabad - TSPCB",893.0,33.3,72.5,149.0,81.0,12.2
2017-12-05,"Zoo Park, Hyderabad - TSPCB",795.0,24.0,72.9,120.0,66.0,7.1
2017-12-06,"Zoo Park, Hyderabad - TSPCB",580.0,22.0,64.0,104.0,56.1,6.65
2017-12-07,"Zoo Park, Hyderabad - TSPCB",1120.0,36.6,56.2,150.0,80.8,13.1
2017-12-08,"Zoo Park, Hyderabad - TSPCB",852.0,31.3,61.6,162.0,78.8,11.1
2017-12-09,"Zoo Park, Hyderabad - TSPCB",1020.0,40.7,58.2,163.0,73.0,20.2
2017-12-10,"Zoo Park, Hyderabad - TSPCB",957.0,41.4,34.5,151.0,63.5,16.6
2017-12-11,"Zoo Park, Hyderabad - TSPCB",1370.0,46.4,60.6,152.0,69.6,17.0
2017-12-12,"Zoo Park, Hyderabad - TSPCB",1320.0,47.7,43.5,169.0,76.5,15.2
2017-12-13,"Zoo Park, Hyderabad - TSPCB",1120.0,43.8,48.1,160.0,73.5,12.5
2017-12-14,"Zoo Park, Hyderabad - TSPCB",2030.0,36.4,54.0,149.0,71.9,11.8
2017-12-15,"Zoo Park, Hyderabad - TSPCB",980.0,32.6,55.3,143.0,75.5,9.76
2017-12-16,"Zoo Park, Hyderabad - TSPCB",974.0,37.7,47.6,146.0,73.1,11.9
2017-12-17,"Zoo Park, Hyderabad - TSPCB",1010.0,44.3,42.9,170.0,76.5,13.6
2017-12-18,"Zoo Park, Hyderabad - TSPCB",955.0,40.3,51.9,170.0,78.0,18.5
2017-12-19,"Zoo Park, Hyderabad - TSPCB",744.0,44.0,16.2,147.0,78.8,15.0
2017-12-20,"Zoo Park, Hyderabad - TSPCB",1140.0,44.2,43.7,164.0,67.0,17.8
2017-12-21,"Zoo Park, Hyderabad - TSPCB",1970.0,62.5,37.1,156.0,79.3,20.5
2017-12-22,"Zoo Park, Hyderabad - TSPCB",1900.0,75.8,51.9,169.0,80.1,13.1
2017-12-23,"Zoo Park, Hyderabad - TSPCB",1820.0,90.4,47.7,178.0,78.0,11.2
2017-12-24,"Zoo Park, Hyderabad - TSPCB",1660.0,87.6,46.9,179.0,78.4,7.31
2017-12-25,"Zoo Park, Hyderabad - TSPCB",1330.0,69.5,32.9,180.0,73.6,1.0
2017-12-26,"Zoo Park, Hyderabad - TSPCB",1460.0,,51.7,180.0,79.8,25.2
2017-12-27,"Zoo Park, Hyderabad - TSPCB",1410.0,,45.8,161.0,71.5,10.1
2017-12-28,"Zoo Park, Hyderabad - TSPCB",1210.0,,52.2,155.0,71.1,8.73
2017-12-29,"Zoo Park, Hyderabad - TSPCB",1390.0,,55.2,164.0,73.5,7.42
2017-12-30,"Zoo Park, Hyderabad - TSPCB",1370.0,,49.6,157.0,72.3,7.25
2017-12-31,"Zoo Park, Hyderabad - TSPCB",1140.0,,44.2,141.0,64.0,5.47
2018-01-01,"Zoo Park, Hyderabad - TSPCB",1130.0,,44.6,112.0,57.7,3.98
2018-01-02,"Zoo Park, Hyderabad - TSPCB",1010.0,57.4,59.4,153.0,77.1,6.5
2018-01-03,"Zoo Park, Hyderabad - TSPCB",1090.0,49.3,75.5,153.0,76.8,6.31
2018-01-04,"Zoo Park, Hyderabad - TSPCB",1190.0,58.1,64.4,173.0,79.0,10.6
2018-01-05,"Zoo Park, Hyderabad - TSPCB",1340.0,57.2,52.4,172.0,80.5,7.36
2018-01-06,"Zoo Park, Hyderabad - TSPCB",1400.0,57.1,55.1,170.0,77.5,5.91
2018-01-07,"Zoo Park, Hyderabad - TSPCB",1300.0,59.5,48.2,168.0,78.5,6.81
2018-01-08,"Zoo Park, Hyderabad - TSPCB",1230.0,57.4,46.7,167.0,77.9,6.25
2018-01-09,"Zoo Park, Hyderabad - TSPCB",1040.0,60.3,54.5,175.0,80.1,6.76
2018-01-10,"Zoo Park, Hyderabad - TSPCB",1210.0,59.4,59.0,172.0,79.1,8.69
2018-01-11,"Zoo Park, Hyderabad - TSPCB",1340.0,58.8,54.0,174.0,77.4,6.22
2018-01-12,"Zoo Park, Hyderabad - TSPCB",1720.0,64.6,56.8,179.0,79.1,12.4
2018-01-13,"Zoo Park, Hyderabad - TSPCB",2330.0,66.8,43.6,177.0,77.7,13.8
2018-01-14,"Zoo Park, Hyderabad - TSPCB",2130.0,63.0,51.1,176.0,80.3,8.09
2018-01-15,"Zoo Park, Hyderabad - TSPCB",1090.0,51.4,47.1,139.0,72.6,2.94
2018-01-16,"Zoo Park, Hyderabad - TSPCB",1210.0,51.8,43.6,156.0,77.1,6.52
2018-01-17,"Zoo Park, Hyderabad - TSPCB",1080.0,45.8,58.4,150.0,70.3,6.18
2018-01-18,"Zoo Park, Hyderabad - TSPCB",1040.0,54.0,24.7,158.0,76.3,2.57
2018-01-19,"Zoo Park, Hyderabad - TSPCB",1220.0,52.0,48.6,148.0,63.1,8.61
2018-01-20,"Zoo Park, Hyderabad - TSPCB",1110.0,57.3,44.9,149.0,66.7,5.7
2018-01-21,"Zoo Park, Hyderabad - TSPCB",1340.0,57.6,40.7,158.0,76.4,3.92
2018-01-22,"Zoo Park, Hyderabad - TSPCB",907.0,52.4,44.7,144.0,73.1,1.39
2018-01-23,"Zoo Park, Hyderabad - TSPCB",857.0,52.3,44.4,138.0,65.0,0.433
2018-01-24,"Zoo Park, Hyderabad - TSPCB",894.0,49.9,37.6,140.0,73.4,1.14
2018-01-25,"Zoo Park, Hyderabad - TSPCB",968.0,52.9,52.6,159.0,71.8,5.38
2018-01-26,"Zoo Park, Hyderabad - TSPCB",898.0,62.2,55.3,162.0,69.5,9.01
2018-01-27,"Zoo Park, Hyderabad - TSPCB",1220.0,58.8,42.9,160.0,71.0,5.69
2018-01-28,"Zoo Park, Hyderabad - TSPCB",911.0,59.7,38.4,146.0,70.5,3.35
2018-01-29,"Zoo Park, Hyderabad - TSPCB",917.0,55.8,43.0,144.0,71.5,3.77
2018-01-30,"Zoo Park, Hyderabad - TSPCB",977.0,51.4,45.6,163.0,61.3,5.05
2018-01-31,"Zoo Park, Hyderabad - TSPCB",1680.0,68.9,31.6,163.0,66.6,8.78
2018-02-01,"Zoo Park, Hyderabad - TSPCB",1300.0,70.6,28.9,148.0,60.9,11.3
2018-02-02,"Zoo Park, Hyderabad - TSPCB",1180.0,70.0,37.2,134.0,54.8,11.7
2018-02-03,"Zoo Park, Hyderabad - TSPCB",863.0,70.0,37.2,118.0,45.5,7.31
2018-02-04,"Zoo Park, Hyderabad - TSPCB",786.0,71.7,39.9,112.0,43.7,8.89
2018-02-05,"Zoo Park, Hyderabad - TSPCB",780.0,68.8,38.8,112.0,41.9,7.09
2018-02-06,"Zoo Park, Hyderabad - TSPCB",2620.0,63.0,35.0,132.0,44.2,7.57
2018-02-07,"Zoo Park, Hyderabad - TSPCB",1240.0,82.9,31.2,160.0,65.3,9.91
2018-02-08,"Zoo Park, Hyderabad - TSPCB",702.0,55.1,38.7,94.7,40.9,6.17
2018-02-09,"Zoo Park, Hyderabad - TSPCB",1210.0,55.0,53.3,128.0,53.6,8.94
2018-02-13,"Zoo Park, Hyderabad - TSPCB",945.0,52.5,36.7,107.0,52.3,6.73
2018-02-14,"Zoo Park, Hyderabad - TSPCB",1020.0,56.4,44.7,106.0,52.8,7.21
2018-02-15,"Zoo Park, Hyderabad - TSPCB",1240.0,67.1,37.2,133.0,61.3,7.85
2018-02-16,"Zoo Park, Hyderabad - TSPCB",1240.0,70.2,30.5,133.0,59.1,9.32
2018-02-17,"Zoo Park, Hyderabad - TSPCB",1970.0,91.1,14.4,170.0,81.5,13.1
2018-02-18,"Zoo Park, Hyderabad - TSPCB",1320.0,74.9,36.5,130.0,59.9,7.91
2018-02-19,"Zoo Park, Hyderabad - TSPCB",1090.0,64.3,39.8,116.0,51.0,5.82
2018-02-20,"Zoo Park, Hyderabad - TSPCB",1070.0,65.5,33.9,115.0,52.8,5.99
2018-02-21,"Zoo Park, Hyderabad - TSPCB",1290.0,70.1,31.4,144.0,68.5,7.62
2018-02-22,"Zoo Park, Hyderabad - TSPCB",1300.0,68.1,18.3,139.0,75.3,6.28
2018-03-09,"Zoo Park, Hyderabad - TSPCB",53500.0,83.0,29.0,116.0,98.5,8.0
2018-03-10,"Zoo Park, Hyderabad - TSPCB",63200.0,78.6,22.2,117.0,100.0,7.2
2018-03-11,"Zoo Park, Hyderabad - TSPCB",71200.0,82.0,30.9,134.0,141.0,9.7
2018-03-12,"Zoo Park, Hyderabad - TSPCB",51900.0,77.7,27.0,103.0,80.1,7.14
2018-03-13,"Zoo Park, Hyderabad - TSPCB",43300.0,73.0,19.7,92.7,64.0,6.0
2018-03-14,"Zoo Park, Hyderabad - TSPCB",63300.0,75.3,20.0,99.5,75.8,7.0
2018-03-15,"Zoo Park, Hyderabad - TSPCB",52200.0,73.2,32.6,101.0,81.6,6.8
2018-03-16,"Zoo Park, Hyderabad - TSPCB",56500.0,62.0,19.5,107.0,86.5,9.0
2018-03-17,"Zoo Park, Hyderabad - TSPCB",51300.0,66.3,36.7,111.0,107.0,11.3
2018-03-18,"Zoo Park, Hyderabad - TSPCB",51000.0,69.8,23.5,83.5,86.0,6.0
2018-03-19,"Zoo Park, Hyderabad - TSPCB",61000.0,69.3,24.7,85.3,72.3,5.0
2018-03-20,"Zoo Park, Hyderabad - TSPCB",62000.0,74.3,25.0,104.0,95.5,8.75
2018-03-21,"Zoo Park, Hyderabad - TSPCB",55800.0,67.0,32.0,104.0,93.3,8.0
2018-03-22,"Zoo Park, Hyderabad - TSPCB",67600.0,61.1,23.7,114.0,109.0,9.0
2018-03-23,"Zoo Park, Hyderabad - TSPCB",90800.0,68.4,15.6,123.0,104.0,12.9
2018-03-24,"Zoo Park, Hyderabad - TSPCB",87800.0,80.0,18.6,136.0,119.0,16.4
2018-03-25,"Zoo Park, Hyderabad - TSPCB",87800.0,84.5,17.1,135.0,128.0,11.4
2018-03-26,"Zoo Park, Hyderabad - TSPCB",58800.0,66.7,25.7,121.0,121.0,9.67
2018-03-27,"Zoo Park, Hyderabad - TSPCB",69100.0,71.0,21.9,120.0,121.0,8.71
2018-03-28,"Zoo Park, Hyderabad - TSPCB",64800.0,68.0,25.2,118.0,109.0,10.2
2018-03-29,"Zoo Park, Hyderabad - TSPCB",62400.0,60.4,27.8,104.0,93.2,9.8
2018-03-30,"Zoo Park, Hyderabad - TSPCB",56500.0,60.8,23.3,116.0,113.0,8.5
2018-03-31,"Zoo Park, Hyderabad - TSPCB",53300.0,57.3,29.8,107.0,90.5,7.5
2018-04-01,"Zoo Park, Hyderabad - TSPCB",70700.0,67.3,23.7,117.0,95.3,8.67
2018-04-02,"Zoo Park, Hyderabad - TSPCB",42200.0,63.0,37.1,79.7,64.0,5.09
2018-04-03,"Zoo Park, Hyderabad - TSPCB",64700.0,58.0,18.9,94.9,90.0,7.89
2018-04-04,"Zoo Park, Hyderabad - TSPCB",60900.0,61.8,32.2,102.0,106.0,7.22
2018-04-05,"Zoo Park, Hyderabad - TSPCB",55500.0,69.3,26.5,103.0,87.1,5.82
2018-04-06,"Zoo Park, Hyderabad - TSPCB",64600.0,56.2,23.6,101.0,88.4,5.6
2018-04-07,"Zoo Park, Hyderabad - TSPCB",44800.0,57.4,34.5,86.0,70.6,6.0
2018-04-08,"Zoo Park, Hyderabad - TSPCB",61100.0,78.6,29.9,96.6,84.3,7.7
2018-04-09,"Zoo Park, Hyderabad - TSPCB",76500.0,69.0,19.2,69.9,67.1,4.36
2018-04-17,"Zoo Park, Hyderabad - TSPCB",1340.0,55.6,35.1,110.0,38.5,7.65
2018-04-18,"Zoo Park, Hyderabad - TSPCB",728.0,41.0,36.6,63.1,26.2,3.19
2018-04-19,"Zoo Park, Hyderabad - TSPCB",1220.0,42.4,40.9,101.0,40.5,29.7
2018-04-20,"Zoo Park, Hyderabad - TSPCB",1730.0,55.2,23.1,108.0,44.3,4.93
2018-04-26,"Zoo Park, Hyderabad - TSPCB",647.0,42.7,53.7,92.5,33.4,13.3
2018-04-27,"Zoo Park, Hyderabad - TSPCB",615.0,42.7,57.0,84.9,31.8,4.27
2018-04-28,"Zoo Park, Hyderabad - TSPCB",689.0,46.0,48.5,97.1,30.0,4.7
2018-04-29,"Zoo Park, Hyderabad - TSPCB",702.0,50.2,50.2,93.4,32.7,15.4
2018-04-30,"Zoo Park, Hyderabad - TSPCB",1010.0,47.2,49.1,101.0,40.1,12.5
2018-05-01,"Zoo Park, Hyderabad - TSPCB",727.0,41.2,52.5,119.0,36.1,4.32
2018-05-02,"Zoo Park, Hyderabad - TSPCB",735.0,43.6,54.0,91.4,31.2,11.2
2018-05-03,"Zoo Park, Hyderabad - TSPCB",673.0,41.4,48.0,74.2,25.2,2.92
2018-05-04,"Zoo Park, Hyderabad - TSPCB",670.0,46.0,44.5,50.6,16.2,2.34
2018-05-05,"Zoo Park, Hyderabad - TSPCB",738.0,42.6,44.8,72.6,23.7,15.2
2018-05-06,"Zoo Park, Hyderabad - TSPCB",631.0,41.5,42.5,88.0,27.9,16.3
2018-05-07,"Zoo Park, Hyderabad - TSPCB",763.0,36.8,52.2,86.8,28.6,17.7
2018-05-08,"Zoo Park, Hyderabad - TSPCB",870.0,45.8,56.0,108.0,63.1,5.56
2018-05-09,"Zoo Park, Hyderabad - TSPCB",737.0,46.6,43.5,98.6,42.6,3.95
2018-05-10,"Zoo Park, Hyderabad - TSPCB",676.0,41.0,45.2,78.4,35.5,18.7
2018-05-11,"Zoo Park, Hyderabad - TSPCB",680.0,39.1,50.1,82.4,33.6,16.9
2018-05-12,"Zoo Park, Hyderabad - TSPCB",693.0,44.1,45.1,86.8,35.4,3.91
2018-05-13,"Zoo Park, Hyderabad - TSPCB",639.0,45.3,51.2,78.4,32.3,18.0
2018-05-14,"Zoo Park, Hyderabad - TSPCB",516.0,39.8,53.9,59.2,29.2,2.2
2018-08-10,"Zoo Park, Hyderabad - TSPCB",487.0,18.5,30.0,33.9,16.5,1.98
2018-08-11,"Zoo Park, Hyderabad - TSPCB",322.0,18.9,23.5,25.2,18.3,1.02
2018-08-12,"Zoo Park, Hyderabad - TSPCB",361.0,22.6,28.6,20.9,14.4,14.9
2018-08-13,"Zoo Park, Hyderabad - TSPCB",644.0,19.8,34.6,22.6,14.2,0.796
2018-08-20,"Zoo Park, Hyderabad - TSPCB",330.0,21.4,28.1,29.6,17.2,1.23
2018-08-21,"Zoo Park, Hyderabad - TSPCB",271.0,19.3,29.8,19.6,17.6,10.6
2018-08-22,"Zoo Park, Hyderabad - TSPCB",4900.0,17.7,42.4,,17.0,1.98
2018-08-30,"Zoo Park, Hyderabad - TSPCB",295.0,24.1,40.3,83.9,32.2,1.59
2018-08-31,"Zoo Park, Hyderabad - TSPCB",363.0,28.3,33.9,52.5,25.5,8.7
