date,co,no2,o3,pm10,pm25,so2
2020-09-14,265.5,26.42833333333333,23.756666666666664,39.3,17.208571428571428,8.284
2020-09-15,218.4,16.826,19.68,29.924999999999997,14.56,9.592
2020-09-16,299.5,24.981666666666666,17.651666666666667,22.6,10.432714285714285,9.948333333333332
2020-09-17,351.0,20.246666666666666,22.64333333333333,26.5,15.6,12.656666666666668
2020-09-18,402.6666666666667,29.138333333333332,13.116666666666667,35.5,15.718428571428571,11.63
2020-09-19,393.0,25.19333333333333,27.638333333333332,57.339999999999996,31.523857142857143,5.811666666666667
2020-09-20,270.8333333333333,20.94666666666667,25.89333333333333,30.9,19.17142857142857,5.106166666666667
2020-09-21,224.66666666666666,17.221666666666668,22.08666666666667,16.776,8.677142857142858,8.03
2020-09-22,253.83333333333334,18.57166666666667,17.266666666666666,12.375,7.383333333333333,5.1632
2020-09-23,245.66666666666666,16.911666666666665,17.933333333333334,14.86,6.7542857142857144,52.32
2020-09-24,244.33333333333334,19.021666666666665,28.416666666666668,27.439999999999998,9.780000000000001,8.85
2020-09-25,293.34999999999997,23.613333333333333,15.613999999999999,25.6,11.834285714285715,10.356666666666667
2020-09-26,228.9,24.07166666666667,21.668,17.52,9.337142857142856,7.891666666666667
2020-09-27,300.73333333333335,24.445000000000004,10.79,49.1,17.1,10.296666666666665
2020-09-28,415.8333333333333,29.136666666666667,18.216666666666665,64.6,24.592857142857145,17.156666666666666
2020-09-29,378.5,28.635,25.816666666666666,83.53999999999999,33.27142857142857,9.571666666666667
2020-09-30,347.1666666666667,27.7,18.740000000000002,84.8,32.37428571428571,6.355
2020-10-01,298.8333333333333,23.74666666666667,27.1,79.16,34.167142857142856,19.895
2020-10-02,376.1666666666667,24.706666666666667,40.480000000000004,92.7,34.495714285714286,9.781666666666666
2020-10-03,478.3333333333333,28.066666666666666,29.25,118.0,39.05285714285714,7.3133333333333335
2020-10-04,429.0,35.083333333333336,15.733333333333334,107.2,41.107142857142854,14.655000000000001
2020-10-05,350.0,27.331666666666667,30.599999999999998,98.64,35.67142857142857,42.49666666666667
2020-10-06,419.5,30.849999999999998,32.53333333333334,120.4,45.31285714285714,11.989666666666666
2020-10-07,495.1666666666667,31.116666666666664,29.55,126.6,54.41571428571428,17.355
2020-10-08,451.1666666666667,29.983333333333334,40.21666666666666,111.8,54.04285714285714,8.64
2020-10-09,472.3333333333333,29.098333333333333,22.400000000000002,93.16,50.142857142857146,50.75833333333333
2020-10-10,603.8333333333334,35.0,17.466666666666665,80.82000000000001,33.84285714285714,7.439166666666668
2020-10-11,409.3333333333333,22.49,17.883333333333333,59.339999999999996,27.714285714285715,35.580000000000005
2020-10-12,436.1666666666667,28.3,13.301666666666668,57.56,27.5,6.8453333333333335
2020-10-13,357.0,23.298333333333332,15.741666666666667,34.739999999999995,21.8,4.020133333333333
2020-10-14,331.4,24.380000000000003,18.28,17.517500000000002,11.08,3.316
2020-10-15,475.5,28.291666666666668,15.758333333333333,44.7,23.333333333333332,3.26235
2020-10-16,440.8333333333333,26.183333333333334,25.349999999999998,53.739999999999995,26.414285714285715,11.011166666666668
2020-10-17,363.5,25.233333333333334,26.816666666666666,56.02,26.585714285714285,6.129833333333334
2020-10-18,523.8333333333334,29.801666666666666,28.733333333333334,45.58,28.02857142857143,8.451666666666666
2020-10-19,582.1666666666666,34.666666666666664,11.906666666666666,65.6,35.971428571428575,10.164666666666667
2020-10-20,614.6666666666666,27.53333333333333,19.650000000000002,76.55999999999999,46.642857142857146,6.228333333333333
2020-10-21,586.5,34.61666666666667,19.066666666666666,98.6,53.628571428571426,8.619333333333334
2020-10-22,636.6666666666666,38.199999999999996,33.666666666666664,147.8,81.04285714285713,11.756666666666668
2020-10-23,707.3333333333334,44.23333333333333,32.733333333333334,153.0,76.0,11.091666666666667
2020-10-24,747.6666666666666,46.63333333333333,31.116666666666664,143.8,73.54285714285713,11.93
2020-10-25,639.8333333333334,37.28333333333334,36.75,121.0,66.2,6.829999999999999
2020-10-26,595.6666666666666,38.983333333333334,28.016666666666666,135.0,68.38571428571429,8.505
2020-10-27,558.0,43.199999999999996,35.800000000000004,146.8,69.39999999999999,11.368333333333334
2020-10-28,583.1666666666666,47.73333333333333,32.516666666666666,142.0,67.14285714285714,14.326666666666666
2020-10-29,645.1666666666666,54.20000000000001,29.683333333333334,153.8,79.52857142857144,11.125
2020-10-30,604.3333333333334,48.85,32.78333333333333,164.4,80.75714285714285,14.495
2020-10-31,529.3333333333334,37.666666666666664,42.03333333333334,164.8,81.32857142857142,13.19
2020-11-01,539.6666666666666,38.949999999999996,60.1,149.6,69.42857142857143,10.290000000000001
2020-11-02,594.5,45.616666666666674,44.65,164.4,79.74285714285715,39.81666666666666
2020-11-03,655.1666666666666,48.35,41.666666666666664,171.2,84.97142857142856,14.033333333333333
2020-11-04,634.5,46.15,40.11666666666667,168.2,74.95714285714287,17.951666666666664
2020-11-05,554.6666666666666,48.0,46.93333333333334,152.8,66.77142857142857,73.00666666666667
2020-11-06,601.0,47.35,36.416666666666664,153.8,72.51428571428572,12.613333333333332
2020-11-07,519.3333333333334,35.01666666666667,46.31666666666666,159.6,78.77142857142857,17.78
2020-11-08,427.0,40.94,48.760000000000005,133.25,61.71666666666667,16.344
2020-11-09,614.3333333333334,57.93333333333334,43.083333333333336,166.2,84.91428571428571,24.06
2020-11-10,589.3333333333334,52.31666666666666,53.1,165.6,81.52857142857144,18.473333333333333
2020-11-11,542.8333333333334,49.916666666666664,39.06666666666667,137.0,68.68571428571428,14.203333333333333
2020-11-12,492.1666666666667,35.6,22.25,70.02000000000001,28.228571428571428,36.24666666666667
2020-11-13,443.5,34.516666666666666,21.150000000000002,66.56,27.32857142857143,3.5508333333333333
2020-11-14,466.5,35.65,32.75,97.42,53.98571428571428,37.93833333333333
2020-11-15,416.5,29.95,34.5,85.4,46.67142857142857,4.157166666666667
2020-11-16,435.8333333333333,33.55,28.666666666666668,92.06,44.614285714285714,8.176666666666668
2020-11-17,565.1666666666666,36.96666666666667,30.150000000000002,108.44000000000001,50.728571428571435,17.041666666666668
2020-11-18,447.8333333333333,33.416666666666664,26.183333333333334,77.02000000000001,33.67142857142857,13.96
2020-11-19,425.5,30.68166666666667,25.333333333333332,63.96,24.8,2.7498333333333336
2020-11-20,413.3333333333333,35.11666666666667,26.483333333333334,75.94,28.042857142857144,3.744666666666667
2020-11-21,416.5,38.61666666666667,28.266666666666666,98.02000000000001,40.785714285714285,20.176666666666666
2020-11-22,416.5,34.266666666666666,36.18333333333333,112.58,54.24285714285714,58.13666666666666
2020-11-23,545.5,45.300000000000004,31.95,140.8,70.38571428571429,12.663333333333334
2020-11-24,420.8333333333333,45.28333333333333,30.150000000000002,130.4,63.457142857142856,15.525
2020-11-25,527.6666666666666,48.15,17.87,137.8,63.5,10.941666666666668
2020-11-26,342.4,37.36,20.96,87.25,48.36666666666667,8.03
2020-11-27,458.5,31.316666666666666,20.28,66.42,43.114285714285714,6.151666666666666
2020-11-28,547.1666666666666,38.0,15.801666666666668,82.78,42.4,14.893333333333333
2020-11-29,465.1666666666667,32.48333333333333,21.95,72.56,35.8,3.81
2020-11-30,642.6666666666666,45.28333333333333,28.816666666666666,104.35999999999999,54.15714285714286,5.1883333333333335
2020-12-01,677.1666666666666,51.15,35.86666666666667,132.4,65.6,7.285
2020-12-02,612.1666666666666,49.083333333333336,26.53333333333333,142.8,71.2,28.53
2020-12-03,551.8333333333334,48.083333333333336,31.291666666666668,149.2,81.25714285714285,13.115
2020-12-04,684.3333333333334,50.48333333333333,29.099999999999998,131.94,62.785714285714285,27.316666666666666
2020-12-05,527.3333333333334,48.73333333333334,28.916666666666668,128.0,64.38571428571429,37.931666666666665
2020-12-06,762.8333333333334,48.96666666666667,31.849999999999998,128.85999999999999,62.92857142857143,21.66
2020-12-07,577.0,47.416666666666664,22.28333333333333,126.96,63.82857142857143,9.658333333333333
2020-12-08,697.0,55.6,24.333333333333332,120.6,56.385714285714286,10.223333333333334
2020-12-09,921.0,69.76666666666667,28.883333333333336,117.6,56.82857142857143,33.28666666666667
2020-12-10,898.0,62.199999999999996,25.866666666666664,117.42,58.371428571428574,18.2
2020-12-11,530.6666666666666,44.449999999999996,40.666666666666664,90.03999999999999,49.471428571428575,5.5825
2020-12-12,,,,,,
2020-12-13,630.0,46.3,10.9,124.0,77.35,
2020-12-14,615.0,45.06666666666666,41.43333333333333,101.64,53.92857142857143,8.490833333333333
2020-12-15,675.0,45.81666666666666,31.46666666666667,120.6,62.39999999999999,4.0713333333333335
2020-12-16,594.5,38.483333333333334,32.85,143.0,78.98571428571428,16.474999999999998
2020-12-17,586.3333333333334,45.71666666666667,36.1,118.2,62.714285714285715,37.556666666666665
2020-12-18,749.6666666666666,52.583333333333336,24.016666666666666,157.6,81.54285714285713,7.676666666666667
2020-12-19,536.8,51.220000000000006,29.5,160.75,87.36666666666667,11.016000000000002
2020-12-20,573.3333333333334,49.6,31.633333333333336,140.8,67.27142857142857,17.836666666666666
2020-12-21,494.0,43.78,35.9,129.175,59.728571428571435,16.322
2020-12-22,683.1666666666666,66.64999999999999,33.949999999999996,126.62,59.4,9.116666666666667
2020-12-23,808.0,69.82000000000001,29.419999999999998,166.75,92.28333333333335,15.284
2020-12-24,620.1666666666666,53.48333333333333,37.03333333333333,154.0,81.45714285714287,29.131666666666664
2020-12-25,696.5,52.583333333333336,39.96666666666667,164.0,90.57142857142857,5.147666666666667
2020-12-26,822.3333333333334,56.28333333333333,36.63333333333333,169.8,98.05714285714285,14.593333333333334
2020-12-27,889.3333333333334,62.01666666666667,26.3,173.2,101.52857142857144,11.765
2020-12-28,766.8333333333334,53.416666666666664,32.916666666666664,174.2,94.38571428571427,7.138333333333333
2020-12-29,632.0,51.29999999999999,56.1,167.4,88.31428571428572,26.991666666666664
2020-12-30,647.2,28.82,64.5,155.75,89.08333333333333,24.220000000000002
2020-12-31,548.5,40.166666666666664,47.63333333333333,158.8,87.91428571428571,12.3105
2021-01-01,603.5,38.28333333333334,48.56666666666666,167.8,89.02857142857144,13.153333333333334
2021-01-02,523.3333333333334,37.85,46.199999999999996,155.4,88.85714285714286,3.3633333333333333
2021-01-03,670.0,46.63333333333333,46.083333333333336,164.8,88.95,3.985
2021-01-04,589.5,48.9,36.96666666666667,122.4,62.714285714285715,4.503333333333333
2021-01-05,438.6666666666667,39.800000000000004,35.18333333333333,100.62,53.17142857142857,22.454333333333338
2021-01-06,747.8333333333334,42.699999999999996,19.2,96.42,54.55714285714286,3.705
2021-01-07,612.1666666666666,47.48333333333333,22.666666666666668,105.46,58.314285714285724,6.258333333333333
2021-01-08,470.3333333333333,43.48333333333333,26.683333333333334,116.82000000000001,62.057142857142864,3.631
2021-01-09,525.8,29.880000000000003,29.74,66.94999999999999,33.85,28.818
2021-01-10,626.0,47.6,16.45,96.63333333333333,56.67999999999999,3.9265
2021-01-11,734.8,63.7,26.02,145.0,77.14999999999999,22.406
2021-01-12,818.8333333333334,61.03333333333333,23.683333333333334,147.8,80.3,27.701666666666668
2021-01-13,656.5,52.550000000000004,29.21666666666667,139.4,79.28571428571429,5.354333333333333
2021-01-14,523.8333333333334,42.68333333333334,28.8,121.2,76.1857142857143,8.756666666666666
2021-01-15,692.5,43.93333333333334,26.333333333333332,142.2,80.65714285714286,3.731833333333333
2021-01-16,522.6666666666666,42.233333333333334,30.683333333333334,126.2,73.84285714285714,14.581333333333333
2021-01-17,435.8333333333333,40.35,30.583333333333332,110.0,61.55714285714286,45.43833333333333
2021-01-18,502.6666666666667,40.21666666666666,31.600000000000005,97.56,54.68571428571429,5.175
2021-01-19,527.0,41.24,21.220000000000002,130.25,65.98333333333333,56.444
2021-01-20,496.4,37.15,32.36,112.35,53.48333333333333,5.506
2021-01-21,654.0,39.29,28.075,123.3,58.17999999999999,26.7225
2021-01-22,739.0,46.325,21.375,146.66666666666666,74.3,6.9175
2021-01-23,642.2,33.3,44.92,152.0,73.96666666666667,8.578
2021-01-24,571.4,29.78,40.739999999999995,111.25,58.36666666666667,24.398
2021-01-25,548.0,28.660000000000004,42.14,105.25,58.800000000000004,25.04
2021-01-26,447.2,28.5,36.86,99.475,53.96666666666667,10.56
2021-01-27,465.0,24.35,51.05,91.43333333333334,53.06,4.112500000000001
2021-01-28,,,,,84.0,
2021-01-29,,,,,71.6,
2021-01-30,,,,,75.7,
2021-01-31,,,,,93.7,
2021-02-01,,,,,,
2021-02-02,,,,,,
2021-02-03,,,,,,
2021-02-04,,,,,,
2021-02-05,832.5,61.375,29.150000000000002,128.0,54.325,5.8875
2021-02-06,647.6666666666666,52.96666666666667,31.05,121.6,49.800000000000004,5.315
2021-02-07,708.6666666666666,59.833333333333336,26.258333333333336,160.6,76.39999999999999,18.1
2021-02-08,558.0,53.8,32.16,131.25,58.550000000000004,15.61
2021-02-09,1055.3333333333333,75.33333333333333,25.116666666666664,160.8,81.04285714285713,11.083333333333334
2021-02-10,762.0,48.175,51.8,136.66666666666666,67.64,7.38
2021-02-11,638.6666666666666,53.98333333333333,32.96666666666667,135.2,67.55714285714285,75.39
2021-02-12,502.0,39.5,36.86,106.6,48.68571428571429,4.014
2021-02-13,461.0,35.1,36.05,117.5,54.43333333333334,4.715
2021-02-14,486.0,33.8,42.525,91.23333333333333,50.96,4.6775
2021-02-15,329.3333333333333,30.233333333333334,21.566666666666666,100.75,50.4,3.16
2021-02-16,592.8,53.32000000000001,41.739999999999995,118.75,55.050000000000004,3.758
2021-02-17,590.0,47.03333333333333,37.666666666666664,98.33333333333333,48.7,6.533333333333334
2021-02-18,505.6666666666667,41.6,38.846666666666664,112.6,52.67142857142857,4.223333333333334
2021-02-19,380.8333333333333,33.64,27.400000000000002,93.58,57.65714285714286,5.996666666666666
2021-02-20,,,,,69.5,
2021-02-21,470.0,28.54,32.924,73.65,39.96666666666667,4.002
2021-02-22,546.75,26.939999999999998,28.7,102.775,45.63333333333333,5.116
2021-02-23,605.5,46.175,35.75,147.0,70.2,9.5825
2021-02-24,666.0,33.839999999999996,39.08,89.0,45.583333333333336,6.044
2021-02-25,520.0,34.1,31.903333333333332,156.5,67.525,159.87333333333333
2021-02-26,825.1666666666666,64.38333333333334,20.281666666666666,148.4,79.15714285714286,8.229999999999999
2021-02-27,680.0,42.1,191.0,151.0,106.5,6.3
2021-02-28,,,,,78.4,
2021-03-01,532.3333333333334,36.833333333333336,28.605,113.08,61.39999999999999,46.080000000000005
2021-03-02,782.0,49.04999999999999,21.161666666666665,132.6,61.800000000000004,17.535
2021-03-03,694.6666666666666,46.81666666666666,12.778333333333334,142.6,63.857142857142854,4.838333333333334
2021-03-04,746.3333333333334,47.21666666666666,27.935333333333332,144.2,69.04285714285714,7.364999999999999
2021-03-05,581.1666666666666,44.01666666666667,29.950000000000003,109.2,47.871428571428574,4.636666666666667
2021-03-06,670.4,41.0,27.1,106.5,47.46666666666667,224.206
2021-03-07,873.0,58.5,34.9,125.33333333333333,63.875,28.110000000000003
2021-03-08,586.6,43.160000000000004,36.5,118.8,50.65,23.602
2021-03-09,410.0,22.266666666666666,23.24546666666667,98.66666666666667,43.3,25.80333333333333
2021-03-10,972.5,53.4,4.015,142.0,45.333333333333336,6.125
2021-03-11,532.0,34.25,10.985000000000001,107.5,31.633333333333336,3.89
2021-03-12,372.3333333333333,24.2,17.23333333333333,86.43333333333334,24.175,33.0835
2021-03-13,307.0,22.23333333333333,16.575,56.1,20.4,3.9836666666666667
2021-03-14,712.8333333333334,46.71666666666667,16.14,84.03999999999999,46.199999999999996,6.008333333333333
2021-03-15,649.3333333333334,33.26666666666667,23.48333333333333,110.83333333333333,48.8,6.586666666666667
2021-03-16,535.0,32.25,15.875,89.45,41.96,32.99666666666666
2021-03-17,407.0,10.6,30.0,123.0,68.65,7.56
2021-03-18,640.4,39.22,34.04,117.0,55.3,4.4825
2021-03-19,606.0,37.25,40.525,135.33333333333334,49.1,4.335
2021-03-20,651.3333333333334,43.4,22.175,117.2,53.1,6.6066666666666665
2021-03-21,788.25,46.675,18.18325,139.0,56.275,6.4425
2021-03-22,945.0,48.76666666666667,24.7445,164.4,79.81666666666666,7.716666666666666
2021-03-23,683.8333333333334,39.5,25.395166666666668,157.6,66.0,10.035
2021-03-24,852.0,50.23333333333333,26.63,142.2,68.95,56.01666666666667
2021-03-25,1075.0,63.43333333333334,16.683333333333334,167.0,86.53333333333335,8.081666666666667
2021-03-26,918.1666666666666,52.949999999999996,29.46666666666667,163.0,78.66666666666667,12.156666666666666
2021-03-27,847.0,29.4,6.13,182.0,82.85,10.6
2021-03-28,1480.0,85.3,16.0,178.0,85.1,4.3
2021-03-29,690.0,66.1,20.3,119.0,78.5,3.5
2021-03-30,,,,,86.2,
2021-03-31,,,,,81.3,
2021-04-01,,,,,72.3,
2021-04-02,,,,,141.0,
2021-04-03,,,,,84.7,
2021-04-04,,,,,70.8,
2021-04-05,1575.0,29.9,43.349999999999994,175.5,63.9,13.9
2021-04-06,442.5,17.3,34.85,122.0,52.333333333333336,4.800000000000001
2021-04-07,445.0,23.061666666666667,38.725,115.2,48.857142857142854,41.37833333333333
2021-04-08,673.0,40.85,24.711166666666667,138.8,55.94285714285714,6.9383333333333335
2021-04-09,715.0,43.54999999999999,22.616666666666664,164.2,62.98571428571428,5.493333333333333
2021-04-10,576.0,33.94,28.0,134.0,44.11666666666667,3.94
2021-04-11,,,,,24.8,
2021-04-12,,,,,39.4,
2021-04-13,534.8,34.42,17.5,93.95,36.46666666666667,3.1119999999999997
2021-04-14,486.0,27.439999999999998,33.22,94.5,27.166666666666668,5.225
2021-04-15,410.5,24.45,56.339999999999996,87.06,38.65714285714286,5.846666666666667
2021-04-16,775.0,49.1,3.225,125.0,46.63333333333333,5.125
2021-04-17,,,,,44.1,
2021-04-18,350.0,18.7,54.25,83.5,44.45,5.75
2021-04-19,250.0,6.4,13.2,70.0,47.6,2.2
2021-04-20,190.0,27.0,81.9,83.0,42.9,4.3
2021-04-21,,,,,46.7,
2021-04-22,392.6,28.46,41.325,97.25,38.699999999999996,3.912
2021-04-23,556.0,36.1,22.470000000000002,101.0,34.68,4.25
2021-04-24,240.0,7.5,15.1,94.0,38.25,6.2
2021-04-25,,,,,,
2021-04-26,,,,,49.0,
2021-04-27,,,,,40.5,
2021-04-28,293.6666666666667,19.419999999999998,34.85,106.83333333333333,39.375,4.4366666666666665
2021-04-29,436.5,27.099999999999998,23.25,91.5,46.46666666666667,5.285
2021-04-30,285.0,15.225,45.475,51.25,29.366666666666664,5.25
2021-05-01,,,,,51.0,
2021-05-02,,,,,27.5,
2021-05-03,380.0,19.566666666666666,7.0,52.666666666666664,27.325,3.533333333333333
2021-05-04,,,,,31.9,
2021-05-05,774.0,64.7,8.24,89.625,35.21666666666667,3.5
2021-05-06,140.0,5.0,7.7,55.0,22.0,12.6
2021-05-07,,,,,17.1,
2021-05-08,,,,,13.0,
2021-05-09,,,,,11.5,
2021-05-10,376.1666666666667,27.400000000000002,25.845,42.739999999999995,16.771428571428572,5.374
2021-05-11,,,,,32.6,
2021-05-12,390.5,18.761666666666667,22.150000000000002,55.8,23.885714285714283,3.4259999999999997
2021-05-13,392.5,12.86,26.45,49.5,24.3,4.9799999999999995
2021-05-14,235.0,17.45,11.25,42.0,24.7,4.1
2021-05-15,,,,,11.0,
2021-05-16,500.0,,13.6,48.0,21.45,3.4
2021-05-17,391.25,21.32,17.14,29.0,10.383333333333333,4.066666666666666
2021-05-18,340.0,14.6,5.6,32.5,13.833333333333334,6.1
2021-05-19,,,,,12.6,
2021-05-20,,,,,16.7,
2021-05-21,,,,,28.1,
2021-05-22,,,,,31.5,
2021-05-23,,,,,,
2021-05-24,,,,,,
2021-05-25,,,,,35.6,
2021-05-26,,,,,43.6,
2021-05-27,,,,,24.1,
2021-05-28,385.0,7.225,21.9,45.0,24.133333333333336,3.9799999999999995
2021-05-29,,,,,24.4,
2021-05-30,,,,,17.0,
2021-05-31,,,,,20.7,
2021-06-01,496.6666666666667,37.4,11.833333333333334,36.5,20.15,4.800000000000001
2021-06-02,745.0,27.599999999999998,10.85,98.0,31.96666666666667,4.5
2021-06-03,160.0,3.7,3.5,36.0,16.9,1.4
2021-06-04,1170.0,,24.0,73.0,39.45,0.1
2021-06-05,305.0,13.149999999999999,12.85,51.5,20.2,4.2
2021-06-06,550.0,1.5,16.9,34.0,14.2,3.4
2021-06-07,1899.6666666666667,24.355,8.766666666666667,48.260000000000005,16.442857142857143,5.361666666666667
2021-06-08,306.6666666666667,7.650000000000001,19.25,41.5,19.85,5.2
2021-06-09,,,,,13.0,
2021-06-10,,,,,8.48,
2021-06-11,,,,,9.57,
2021-06-12,270.0,5.3,2.7,,7.359999999999999,9.6
2021-06-13,,,,,8.44,
2021-06-14,180.0,4.2,0.8,,5.535,10.9
2021-06-15,183.33333333333334,17.033333333333335,5.133333333333334,6.333333333333333,5.56,5.1
2021-06-16,,,,,4.57,
2021-06-17,,,,,15.0,
2021-06-18,,,,,18.4,
2021-06-19,72.5,1.9749999999999999,2.075,22.5,6.833333333333333,11.45
2021-06-20,211.66666666666666,26.82,9.049999999999999,40.0,14.014285714285714,7.720000000000001
2021-06-21,,1.9,1.8,183.0,45.65,800.0
2021-06-22,,,,,43.2,
2021-06-23,196.66666666666666,13.233333333333334,8.633333333333335,115.0,31.225,11.799999999999999
2021-06-24,,,,,24.4,
2021-06-25,260.0,25.7,2.3,50.0,10.5,14.8
2021-06-26,325.0,38.25,9.425,44.666666666666664,16.259999999999998,7.623333333333334
2021-06-27,250.0,35.63333333333333,11.333333333333334,27.5,14.625,5.5
2021-06-28,1040.0,27.26,19.12,30.0,18.900000000000002,2.84
2021-06-29,1192.8333333333333,28.62166666666667,14.597166666666666,64.14,25.447142857142858,9.196666666666667
2021-06-30,560.0,33.5,16.0,26.0,23.2,3.8
2021-07-01,236.0,27.82,5.8,43.75,11.366666666666667,6.133333333333333
2021-07-02,,,,,19.4,
2021-07-03,,,,,18.2,
2021-07-04,720.0,45.675,63.7,90.0,39.06,5.125
2021-07-05,305.0,23.616666666666664,10.58,59.0,17.114285714285714,5.183333333333333
2021-07-06,740.0,32.1,16.2,58.0,28.55,2.9
2021-07-07,,,,,26.2,
2021-07-08,1054.0,21.616666666666664,11.008333333333333,30.4,17.214285714285715,252.1
2021-07-09,450.6666666666667,37.233333333333334,26.37,19.45,13.775,2.396666666666667
2021-07-10,,,,,6.69,
2021-07-11,,,,,,
2021-07-12,,,,,10.4,
2021-07-13,,,,,9.27,
2021-07-14,,,,,6.5,
2021-07-15,386.6666666666667,27.1,7.166666666666667,56.0,15.64,3.6333333333333333
2021-07-16,,3.9,4.1,20.0,6.0,27.3
2021-07-17,,,,,11.8,
2021-07-18,305.25,27.1,36.269999999999996,23.025,9.491666666666667,8.225
2021-07-19,271.25,29.299999999999997,8.9,10.65,8.8825,6.156666666666666
2021-07-20,385.0,23.2,13.899999999999999,32.0,15.656666666666666,5.9
2021-07-21,540.0,29.85,52.4,5.0,12.953333333333333,5.925000000000001
2021-07-22,326.5,24.45,11.024999999999999,,11.49,3.9000000000000004
2021-07-23,424.3333333333333,35.13333333333333,12.966666666666667,112.0,20.375,46.343333333333334
2021-07-24,470.0,37.96666666666667,9.433333333333334,45.0,17.025,5.033333333333333
2021-07-25,222.33333333333334,31.666666666666668,8.833333333333334,38.0,15.733333333333334,3.96
2021-07-26,,,,,,
2021-07-27,,,,,,
2021-07-28,,,,,,
2021-07-29,,,,,,
2021-07-30,,,,,,
2021-07-31,,,,,,
2021-08-01,,,,,,
2021-08-02,,,,,,
2021-08-03,,,,,12.0,
2021-08-04,,,,,8.1,
2021-08-05,,,,,13.0,
2021-08-06,,,,,23.1,
2021-08-07,,,,,24.9,
2021-08-08,,,,,28.9,
2021-08-09,,,,,19.3,
2021-08-10,,,,,31.4,
2021-08-11,,,,,21.6,
2021-08-12,,,,,19.8,
2021-08-13,,,,,19.3,
2021-08-14,,,,,22.3,
2021-08-15,,,,,14.5,
2021-08-16,,,,,15.3,
2021-08-17,,,,,18.6,
2021-08-18,,,,,17.7,
2021-08-19,,,,,5.75,
2021-08-20,,,,,,
2021-08-21,,,,,,
2021-08-22,,,,,,
2021-08-23,,,,,,
2021-08-24,,,,,25.5,
2021-08-25,455.0,31.03333333333333,7.866666666666667,33.0,13.933333333333332,5.366666666666666
2021-08-26,,,,,18.3,
2021-08-27,,,,,28.5,
2021-08-28,,,,,16.5,
2021-08-29,,,,,22.0,
2021-08-30,,,,,13.6,
2021-08-31,,,,,21.3,
2021-09-01,789.5,37.663333333333334,4.456666666666667,78.525,30.728571428571428,4.511333333333334
2021-09-02,378.5,27.741666666666664,10.838333333333333,51.699999999999996,25.042857142857144,19.903333333333332
2021-09-03,337.4,24.964,4.414,35.95,13.943333333333333,24.426
2021-09-04,384.8333333333333,26.349999999999998,7.573333333333333,25.04,12.198571428571428,20.531666666666666
2021-09-05,357.5333333333333,25.576666666666668,7.846666666666667,18.592000000000002,9.338571428571429,17.59
2021-09-06,278.3333333333333,24.905,7.885000000000001,18.8,9.87142857142857,9.173166666666667
2021-09-07,349.6666666666667,22.930666666666667,6.436666666666667,7.848000000000001,7.262857142857143,9.563999999999998
2021-09-08,323.8333333333333,21.86,13.296666666666667,14.52,5.455000000000001,16.388333333333332
2021-09-09,300.5,22.476499999999998,9.068333333333333,19.630000000000003,7.206666666666666,22.64
2021-09-10,271.6,20.308600000000002,5.448,32.775,11.758333333333333,10.238
2021-09-11,235.66666666666666,16.726166666666668,9.0,26.939999999999998,7.988333333333333,7.148333333333333
2021-09-12,268.0,22.462333333333333,11.616666666666667,19.3,7.256666666666668,11.354999999999999
2021-09-13,274.3333333333333,18.69366666666667,11.44,13.91,4.978333333333333,5.43
2021-09-14,268.1333333333333,21.102666666666668,19.031666666666666,23.75,9.772857142857143,90.83999999999999
2021-09-15,361.05,23.828333333333333,8.018333333333333,68.825,19.985714285714284,24.33
2021-09-16,412.2,23.988333333333333,8.065,71.675,19.014285714285712,19.768333333333334
2021-09-17,364.06666666666666,22.521666666666665,9.0,63.879999999999995,19.62857142857143,21.023333333333333
2021-09-18,395.5,27.526666666666667,8.386666666666667,68.08,23.414285714285715,24.618333333333336
2021-09-19,449.52,28.418,7.078,58.95,25.566666666666666,21.310000000000002
2021-09-20,455.4666666666667,28.166666666666668,9.14,36.18,18.674285714285713,14.741666666666667
2021-09-21,357.6666666666667,25.471666666666664,8.38,19.16,10.964285714285714,24.76833333333333
2021-09-22,364.4666666666667,24.330000000000002,7.673333333333333,30.468,15.361428571428572,40.24166666666667
2021-09-23,324.90000000000003,28.755,9.734,30.8,13.981428571428571,9.126666666666667
2021-09-24,438.1666666666667,31.0,9.09,40.5,16.55857142857143,13.073333333333332
2021-09-25,399.6666666666667,27.513333333333332,11.052,42.54,15.927142857142856,16.413333333333334
2021-09-26,375.0,23.546,8.732,31.125,14.265,26.119999999999997
2021-09-27,453.2166666666667,22.21166666666667,9.586666666666666,31.04,17.84,21.554999999999996
2021-09-28,380.0,20.589166666666667,7.197,14.874,9.831428571428571,27.790000000000003
2021-09-29,270.65999999999997,22.4264,8.7875,14.406,7.484999999999999,11.446000000000002
2021-09-30,378.1333333333334,25.978333333333335,7.185,25.74,10.964285714285714,32.483333333333334
2021-10-01,,,,,27.8,
2021-10-02,,,,,13.3,
2021-10-03,,,,,12.6,
2021-10-04,,,,,20.9,
2021-10-05,,,,,33.4,
2021-10-06,,,,,7.95,
2021-10-07,,,,,13.0,
2021-10-08,,,,,24.3,
2021-10-09,,,,,21.5,
2021-10-10,,,,,31.8,
2021-10-11,,,,,49.9,
2021-10-12,,,,,61.0,
2021-10-13,893.4,44.58,13.962499999999999,162.0,68.48333333333333,11.584
