date,co,no2,o3,pm10,pm25,so2
2018-10-14,404.4,34.4,34.6,102.725,51.916666666666664,22.8
2018-10-15,297.6,32.8,24.080000000000002,93.125,51.13333333333333,14.224
2018-10-16,380.6,28.372000000000003,31.02,88.95,50.666666666666664,8.996
2018-10-17,607.0,37.9,19.78,45.675000000000004,41.65,17.814
2018-10-18,553.0,30.689999999999998,18.168,56.875,40.4,9.132000000000001
2018-10-19,484.0,35.22,30.54,82.125,42.25,22.1
2018-10-20,610.2,43.67999999999999,28.360000000000003,124.75,57.86666666666667,19.740000000000002
2018-10-21,560.0,40.28,31.9,127.0,59.1,7.214
2018-10-22,664.2,48.92,31.26,144.5,67.83333333333333,23.58
2018-10-23,2459.6,40.660000000000004,31.160000000000004,134.25,66.36666666666666,17.73
2018-10-24,2262.1666666666665,48.28333333333333,27.116666666666664,128.4,69.75714285714285,28.823333333333334
2018-10-25,602.1666666666666,44.300000000000004,34.31666666666667,125.4,61.6,23.866666666666664
2018-10-26,453.8,48.4,33.58,123.775,49.96666666666667,21.544
2018-10-27,622.6,58.06,30.339999999999996,143.25,57.35,28.220000000000006
2018-10-28,447.2,43.78,39.760000000000005,129.175,53.46666666666667,28.72
2018-10-29,528.5,47.35,44.96666666666667,129.8,54.128571428571426,22.456666666666667
2018-10-30,555.0,45.71666666666667,44.53333333333333,121.58,56.67142857142857,22.84
2018-10-31,535.0,46.71666666666667,37.31666666666667,120.16,55.685714285714276,29.950000000000003
2018-11-01,570.3333333333334,44.916666666666664,28.400000000000002,106.96,50.228571428571435,17.816666666666666
2018-11-02,565.5,37.1,21.5,73.24,32.91428571428571,19.296666666666667
2018-11-03,471.6666666666667,32.550000000000004,25.400000000000002,58.660000000000004,26.114285714285717,19.933333333333334
2018-11-04,503.3333333333333,30.733333333333334,30.166666666666668,48.08,25.057142857142853,18.896666666666665
2018-11-05,499.8333333333333,35.733333333333334,28.150000000000002,67.22,32.68571428571429,15.35
2018-11-06,558.6666666666666,38.21666666666667,36.016666666666666,94.62,44.75714285714286,19.36
2018-11-07,523.8333333333334,39.71666666666667,35.5,111.28,60.528571428571425,23.53333333333333
2018-11-08,524.6666666666666,36.0,42.583333333333336,111.12,65.39999999999999,20.580000000000002
2018-11-09,540.1666666666666,43.26666666666667,37.75,129.4,66.27142857142857,23.151666666666667
2018-11-10,550.0,42.56666666666667,48.88333333333333,136.2,68.6,32.505
2018-11-11,577.8333333333334,44.23333333333333,46.48333333333333,128.92000000000002,58.357142857142854,37.949999999999996
2018-11-12,566.5,50.300000000000004,47.06666666666666,147.2,62.6,43.550000000000004
2018-11-13,666.3333333333334,55.666666666666664,36.46666666666667,152.0,70.91428571428571,42.81666666666666
2018-11-14,779.5,67.81666666666666,29.0,171.6,79.34285714285714,44.815
2018-11-15,683.5,48.5,33.85,141.4,60.58571428571429,34.265
2018-11-16,580.1666666666666,42.76666666666667,30.083333333333332,111.64000000000001,44.357142857142854,29.900000000000002
2018-11-17,455.3333333333333,31.866666666666664,21.933333333333334,60.8,24.2,20.826666666666668
2018-11-18,398.6666666666667,28.083333333333332,21.099999999999998,48.82,19.82857142857143,23.816666666666666
2018-11-19,406.5,30.066666666666666,22.366666666666664,52.56,22.657142857142862,9.638333333333334
2018-11-20,,,,,50.5,
2018-11-21,,,,,60.4,
2018-11-22,,,,,68.1,
2018-11-23,,,,,79.0,
2018-11-24,,,,,98.9,
2018-11-25,,,,,73.6,
2018-11-26,,,,,67.0,
2018-11-27,,,,,83.5,
2018-11-28,,,,,93.6,
2018-11-29,,,,,84.3,
2018-11-30,,,,,73.8,
2018-12-01,,,,,81.7,
2018-12-02,,,,,82.5,
2018-12-03,,,,,86.3,
2018-12-04,,,,,94.3,
2018-12-05,,,,,76.0,
2018-12-06,,,,,71.2,
2018-12-07,,,,,73.9,
2018-12-08,,,,,91.5,
2018-12-09,,,,,97.7,
2018-12-10,,,,,97.3,
2018-12-11,,,,,102.0,
2018-12-12,,,,,97.1,
2018-12-13,,,,,81.9,
2018-12-14,,,,,90.0,
2018-12-15,,,,,,
2018-12-16,,,,,,
2018-12-17,,,,,60.2,
2018-12-18,,,,,22.2,
2018-12-19,,,,,32.3,
2018-12-20,,,,,43.5,
2018-12-21,,,,,66.0,
2018-12-22,,,,,94.0,
2018-12-23,,,,,98.5,
2018-12-24,,,,,125.0,
2018-12-25,,,,,96.6,
2018-12-26,,,,,95.5,
2018-12-27,,,,,90.4,
2018-12-28,,,,,74.7,
2018-12-29,,,,,82.9,
2018-12-30,,,,,81.5,
2018-12-31,,,,,74.8,
2019-01-01,,,,,96.7,
2019-01-02,,,,,97.7,
2019-01-03,1496.1666666666667,104.96666666666665,8.713333333333333,176.8,83.35,19.608333333333334
2019-01-04,,,,,102.0,
2019-01-05,,,,,104.0,
2019-01-06,,,,,117.0,
2019-01-07,,,,,114.0,
2019-01-08,,,,,116.0,
2019-01-09,,,,,120.0,
2019-01-10,,,,,97.5,
2019-01-11,,,,,100.0,
2019-01-12,,,,,104.0,
2019-01-13,,,,,93.1,
2019-01-14,,,,,92.6,
2019-01-15,,,,,98.2,
2019-01-16,,,,,112.0,
2019-01-17,,,,,112.0,
2019-01-18,,,,,109.0,
2019-01-19,,,,,104.0,
2019-01-20,,,,,89.0,
2019-01-21,,,,,85.3,
2019-01-22,,,,,63.4,
2019-01-23,,,,,,
2019-01-24,,,,,45.0,
2019-01-25,,,,,32.4,
2019-01-26,,,,,,
2019-01-27,,,,,,
2019-01-28,,,,,,
2019-01-29,,,,,66.7,
2019-01-30,,,,,55.1,
2019-01-31,,,,,71.6,
2019-02-01,,,,,74.3,
2019-02-02,,,,,67.1,
2019-02-03,,,,,69.6,
2019-02-04,,,,,73.3,
2019-02-05,,,,,65.5,
2019-02-06,,,,,65.7,
2019-02-07,,,,,66.0,
2019-02-08,,,,,60.7,
2019-02-09,,,,,61.8,
2019-02-10,,,,,52.5,
2019-02-11,,,,,61.9,
2019-02-12,,,,,66.0,
2019-02-13,627.5,54.083333333333336,34.199999999999996,129.4,61.0,22.43166666666667
2019-02-14,717.6666666666666,55.1,30.96666666666667,147.2,75.07142857142857,3.77
2019-02-15,,,,,35.7,
2019-02-16,,,,,50.0,
2019-02-17,,,,,36.4,
2019-02-18,,,,,54.9,
2019-02-19,,,,,50.3,
2019-02-20,,,,,29.1,
2019-02-21,,,,,33.1,
2019-02-22,,,,,41.0,
2019-02-23,,,,,,
2019-02-24,,,,,,
2019-02-25,,,,,,
2019-02-26,,,,,42.5,
2019-02-27,,,,,43.1,
2019-02-28,,,,,40.5,
2019-03-01,,,,,43.6,
2019-03-02,,,,,22.5,
2019-03-03,,,,,25.1,
2019-03-04,,,,,32.0,
2019-03-05,,,,,48.0,
2019-03-06,,,,,56.5,
2019-03-07,,,,,68.0,
2019-03-08,,,,,56.8,
2019-03-09,,,,,39.9,
2019-03-10,,,,,34.1,
2019-03-11,,,,,23.6,
2019-03-12,,,,,29.7,
2019-03-13,,,,,31.5,
2019-03-14,,,,,32.4,
2019-03-15,,,,,43.1,
2019-03-16,,,,,38.3,
2019-03-17,,,,,37.4,
2019-03-18,,,,,35.5,
2019-03-19,,,,,25.7,
2019-03-20,,,,,38.0,
2019-03-21,,,,,37.2,
2019-03-22,,,,,33.0,
2019-03-23,,,,,34.8,
2019-03-24,,,,,45.8,
2019-03-25,,,,,38.8,
2019-03-26,,,,,42.9,
2019-03-27,,,,,42.2,
2019-03-28,,,,,53.3,
2019-03-29,,,,,61.7,
2019-03-30,,,,,59.2,
2019-03-31,,,,,46.9,
2019-04-01,,,,,37.3,
2019-04-02,,,,,44.0,
2019-04-03,,,,,41.8,
2019-04-04,,,,,36.0,
2019-04-05,,,,,22.0,
2019-04-06,,,,,43.4,
2019-04-07,,,,,33.3,
2019-04-08,,,,,31.2,
2019-04-09,,,,,38.7,
2019-04-10,,,,,41.2,
2019-04-11,,,,,28.6,
2019-04-12,,,,,31.5,
2019-04-13,,,,,15.7,
2019-04-14,,,,,33.8,
2019-04-15,,,,,35.9,
2019-04-16,,,,,36.8,
2019-04-17,,,,,32.0,
2019-04-18,,,,,44.4,
2019-04-19,,,,,30.5,
2019-04-20,,,,,24.8,
2019-04-21,,,,,28.9,
2019-04-22,,,,,28.4,
2019-04-23,,,,,42.0,
2019-04-24,,,,,32.3,
2019-04-25,,,,,38.5,
2019-04-26,,,,,50.7,
2019-04-27,821.6666666666666,46.48333333333333,60.1,149.6,54.65714285714286,6.378333333333333
2019-04-28,590.4,27.560000000000002,48.12,112.5,43.4,14.876
2019-04-29,602.0,26.96,49.059999999999995,98.0,42.25,12.368
2019-04-30,573.0,24.939999999999998,36.94,105.275,41.03333333333333,10.678
2019-05-01,578.2,24.484,37.9,109.5,36.800000000000004,5.804
2019-05-02,477.4,27.18,41.68,142.75,39.016666666666666,10.768
2019-05-03,496.6,26.28,35.14,142.0,39.833333333333336,12.901999999999997
2019-05-04,,,,,37.3,
2019-05-05,,,,,43.0,
2019-05-06,,,,,48.4,
2019-05-07,,,,,69.5,
2019-05-08,,,,,48.0,
2019-05-09,,,,,55.1,
2019-05-10,,,,,58.9,
2019-05-11,,,,,51.4,
2019-05-12,,,,,41.4,
2019-05-13,,,,,47.4,
2019-05-14,,,,,38.9,
2019-05-15,,,,,48.1,
2019-05-16,,,,,43.0,
2019-05-17,,,,,52.4,
2019-05-18,,,,,45.5,
2019-05-19,,,,,64.2,
2019-05-20,,,,,52.8,
2019-05-21,,,,,48.4,
2019-05-22,,,,,43.3,
2019-05-23,,,,,60.5,
2019-05-24,,,,,37.6,
2019-05-25,,,,,48.0,
2019-05-26,,,,,54.0,
2019-05-27,,,,,50.3,
2019-05-28,,,,,45.5,
2019-05-29,,,,,50.9,
2019-05-30,,,,,44.8,
2019-05-31,,,,,45.3,
2019-06-01,,,,,40.7,
2019-06-02,,,,,57.3,
2019-06-03,,,,,29.3,
2019-06-04,,,,,30.5,
2019-06-05,,,,,45.0,
2019-06-06,,,,,39.4,
2019-06-07,,,,,29.3,
2019-06-08,,,,,45.5,
2019-06-09,,,,,39.9,
2019-06-10,,,,,26.4,
2019-06-11,,,,,14.0,
2019-06-12,,,,,8.57,
2019-06-13,,,,,16.6,
2019-06-14,,,,,14.9,
2019-06-15,,,,,22.5,
2019-06-16,,,,,21.5,
2019-06-17,,,,,25.5,
2019-06-18,,,,,23.1,
2019-06-19,338.0,9.243333333333334,31.899999999999995,60.6,18.975,6.5566666666666675
2019-06-20,283.6666666666667,12.533333333333333,28.03333333333333,54.46666666666667,19.475,5.163333333333333
2019-06-21,331.6666666666667,14.946666666666665,36.06666666666666,61.63333333333333,25.25,13.726666666666667
2019-06-22,291.0,15.363333333333335,38.166666666666664,40.666666666666664,23.775,9.863333333333333
2019-06-23,396.6666666666667,19.166666666666668,29.566666666666666,47.1,26.125,11.156666666666666
2019-06-24,356.3333333333333,17.466666666666665,36.666666666666664,46.6,23.6,18.826666666666668
2019-06-25,503.3333333333333,24.0,31.133333333333336,58.23333333333333,25.325,11.553333333333333
2019-06-26,211.66666666666666,13.483333333333334,28.46666666666667,35.699999999999996,15.2025,9.956666666666667
2019-06-27,237.0,13.75,25.166666666666668,28.433333333333334,8.9575,16.54
2019-06-28,359.5,6.28,29.95,19.549999999999997,6.890000000000001,11.36
2019-06-29,314.3333333333333,18.24,24.266666666666666,30.633333333333336,12.032499999999999,10.293333333333333
2019-06-30,327.3333333333333,19.12333333333333,26.066666666666666,39.833333333333336,16.405,11.58
2019-07-01,346.6666666666667,18.993333333333336,22.366666666666664,49.46666666666667,19.1375,11.74
2019-07-02,316.0,18.26,21.166666666666668,36.800000000000004,14.785,7.599999999999999
2019-07-03,278.6666666666667,17.506666666666668,20.766666666666666,55.56666666666666,19.3,12.229999999999999
2019-07-04,290.3333333333333,15.83,22.233333333333334,39.86666666666667,15.5525,14.973333333333331
2019-07-05,279.6666666666667,16.976666666666667,19.77,34.86666666666667,15.2225,14.103333333333333
2019-07-06,298.5,4.6850000000000005,27.4,39.349999999999994,13.233333333333334,12.09
2019-07-07,297.5,4.02,27.9,36.8,12.236666666666666,9.43
2019-07-08,267.6666666666667,16.303333333333335,20.7,55.666666666666664,16.825,12.126666666666665
2019-07-09,293.0,15.4,19.396666666666665,34.300000000000004,13.29,9.366666666666667
2019-07-10,296.0,16.503333333333334,19.766666666666666,41.46666666666667,12.405000000000001,9.6
2019-07-11,389.5,14.1655,17.273333333333333,43.56,18.57428571428571,9.451666666666666
2019-07-12,275.0,14.55375,19.583333333333332,28.1,13.417142857142858,10.211833333333333
2019-07-13,324.6666666666667,42.30806666666667,18.958333333333332,36.160000000000004,13.335714285714285,24.941666666666666
2019-07-14,400.4,37.750440000000005,19.22,43.675,14.898000000000001,14.862
2019-07-15,367.8333333333333,36.100633333333334,21.583333333333332,45.12,18.672857142857143,17.786666666666665
2019-07-16,404.1666666666667,36.19453333333333,83.0,73.72,23.24285714285714,21.34
2019-07-17,341.3333333333333,32.62851666666666,24.366666666666664,61.36,22.157142857142855,17.723333333333333
2019-07-18,405.0,14.90195,28.55,84.76,27.74285714285714,20.721666666666668
2019-07-19,442.1666666666667,17.083666666666666,28.388333333333332,69.42,31.400000000000002,17.865
2019-07-20,417.0,12.86796,31.660000000000004,40.94,21.91333333333333,16.764
2019-07-21,385.0,11.8796,26.839999999999996,33.88,14.705,14.134
2019-07-22,409.2,13.50994,25.619999999999997,37.68,11.053333333333333,16.32
2019-07-23,314.0,9.2292,26.419999999999998,26.184000000000005,7.245,10.076
2019-07-24,304.6,9.6166,23.419999999999998,30.76,10.125,20.18
2019-07-25,404.4,12.804599999999999,22.848000000000003,38.540000000000006,12.968333333333334,14.748
2019-07-26,319.0,11.9824,20.759999999999998,38.82,13.78,18.884
2019-07-27,344.4,12.002500000000001,21.16,37.28,13.873333333333333,19.94
2019-07-28,304.0,13.415,21.919999999999998,33.78,13.863333333333335,10.053999999999998
2019-07-29,360.2,12.692499999999999,19.884,23.1,9.578333333333333,17.048000000000002
2019-07-30,269.1666666666667,13.846,17.753333333333334,16.380000000000003,9.06,19.015
2019-07-31,396.1666666666667,13.912,16.855,25.32,11.947142857142856,27.383333333333336
2019-08-01,435.5,14.872,18.599999999999998,22.5,10.008571428571429,14.221666666666666
2019-08-02,346.1666666666667,13.62,14.961666666666668,13.512,6.692857142857143,14.626666666666667
2019-08-03,727.8333333333334,11.769166666666669,13.637166666666667,11.226,6.77,10.186666666666666
2019-08-04,345.75,12.386,18.3075,11.0625,5.496,15.975000000000001
2019-08-05,342.5,12.901666666666666,18.515,16.32,7.433333333333334,28.570000000000004
2019-08-06,458.0,14.924999999999999,15.686666666666667,21.32,8.16,16.28833333333333
2019-08-07,323.3333333333333,17.718333333333334,13.823333333333332,20.240000000000002,9.72,14.035000000000002
2019-08-08,418.6666666666667,18.57166666666667,16.896666666666665,32.4,12.907142857142857,16.900000000000002
2019-08-09,342.8333333333333,13.258333333333333,20.77,35.6,11.517142857142858,19.233833333333333
2019-08-10,332.1666666666667,16.796666666666667,22.956666666666667,34.56,11.688571428571427,11.811333333333332
2019-08-11,230.6,15.110000000000003,20.84,36.45,12.828333333333333,6.587999999999999
2019-08-12,424.3333333333333,25.226666666666663,14.313333333333333,68.53999999999999,25.12857142857143,17.927833333333336
2019-08-13,425.0,29.983333333333334,15.613333333333335,82.3,30.099999999999998,18.14166666666667
2019-08-14,331.95,23.840000000000003,19.338333333333335,62.739999999999995,22.114285714285717,18.558333333333334
2019-08-15,353.6,20.676666666666666,23.143333333333334,48.64,18.428571428571427,22.566666666666666
2019-08-16,451.2,23.948333333333334,16.816666666666666,57.7,18.21,24.599999999999998
2019-08-17,468.8,24.151666666666667,19.625,80.58,22.82857142857143,18.02
2019-08-18,1068.8333333333333,31.46666666666667,18.418333333333333,103.97999999999999,28.728571428571428,18.735
2019-08-19,470.8,28.503333333333334,18.0,70.64,24.52857142857143,18.571166666666667
2019-08-20,465.1666666666667,28.55,15.395000000000001,85.0,30.857142857142858,20.066666666666666
2019-08-21,515.6666666666666,23.426666666666666,19.061666666666667,78.34,26.214285714285715,25.116666666666664
2019-08-22,542.5,20.366666666666667,17.919999999999998,58.04,20.237142857142857,19.403333333333332
2019-08-23,413.8,15.686000000000002,20.116,59.3,23.599999999999998,23.66
2019-08-24,285.21666666666664,17.726666666666667,20.668333333333333,51.4,15.195714285714287,26.153333333333332
2019-08-25,376.1666666666667,16.761666666666667,22.064999999999998,37.879999999999995,15.02,19.85
2019-08-26,216.4,18.119999999999997,25.2,40.62,14.405000000000001,8.3838
2019-08-27,377.5,13.746666666666668,25.383333333333336,69.38,20.342857142857145,19.038333333333334
2019-08-28,340.0,15.588,24.766666666666666,59.82000000000001,18.762857142857143,20.3
2019-08-29,435.8333333333333,16.508000000000003,20.05,54.220000000000006,17.85571428571429,14.183333333333332
2019-08-30,386.0,15.218333333333334,18.395,30.380000000000003,15.54857142857143,16.771666666666665
2019-08-31,368.3333333333333,13.393333333333333,16.388333333333332,26.26,13.611428571428572,10.246666666666668
2019-09-01,387.3333333333333,11.38,17.233333333333334,17.419999999999998,11.045714285714284,21.038333333333334
2019-09-02,355.3333333333333,9.766666666666667,17.2,28.72,13.930000000000001,16.206666666666667
2019-09-03,358.1666666666667,11.72,14.538333333333334,24.3,11.274285714285714,19.247333333333334
2019-09-04,372.8333333333333,31.646000000000004,15.006666666666668,21.48,10.745714285714286,9.986666666666666
2019-09-05,291.5,30.468,16.221666666666668,23.06,10.751428571428573,16.781666666666666
2019-09-06,271.1666666666667,12.032,14.340666666666666,26.02,11.981428571428571,11.789499999999999
2019-09-07,287.8333333333333,12.690000000000001,16.46,26.02,14.379999999999999,14.349166666666667
2019-09-08,304.3333333333333,11.168,18.919999999999998,22.080000000000002,10.715714285714286,19.1585
2019-09-09,325.5,12.565999999999999,17.233333333333334,30.28,13.161428571428571,19.215
2019-09-10,246.66666666666666,13.912,21.483333333333334,29.98,11.515714285714285,5.2283333333333335
2019-09-11,357.1666666666667,13.656,19.143333333333334,59.1,20.114285714285717,20.09
2019-09-12,292.0,14.104,15.295,54.120000000000005,21.37142857142857,16.768666666666668
2019-09-13,315.0,12.398,17.383333333333333,38.120000000000005,16.185714285714287,17.066666666666666
2019-09-14,363.1666666666667,14.065999999999999,20.383333333333336,41.18,17.385714285714286,14.258166666666666
2019-09-15,478.1666666666667,14.822,22.5,38.9,19.814285714285713,10.5145
2019-09-16,362.0,15.36,18.43166666666667,62.9,27.457142857142856,13.333333333333334
2019-09-17,395.5,13.585999999999999,20.816666666666666,64.78,28.342857142857145,18.729499999999998
2019-09-18,559.3333333333334,22.76,28.333333333333332,47.660000000000004,23.87142857142857,18.503333333333334
2019-09-19,500.0,19.86,18.19666666666667,43.6,25.52857142857143,9.205
2019-09-20,524.0,23.4,17.39,37.660000000000004,22.0,14.159999999999998
2019-09-21,439.8333333333333,18.23,18.378333333333334,56.56,25.566666666666666,13.609333333333334
2019-09-22,492.2,24.55,19.738,51.65,25.98,10.998000000000001
2019-09-23,676.0,28.839999999999996,17.871666666666666,60.879999999999995,33.199999999999996,9.616666666666667
2019-09-24,468.6666666666667,25.080000000000002,20.419999999999998,43.0,27.214285714285715,7.985
2019-09-25,446.8333333333333,21.16,18.873333333333335,34.3,25.071428571428573,7.8185
2019-09-26,418.73333333333335,14.764,17.533333333333335,35.94,18.514285714285712,8.916666666666666
2019-09-27,350.5,15.526,15.295000000000002,29.660000000000004,15.834285714285715,8.600166666666667
2019-09-28,399.3333333333333,15.834,19.308333333333334,45.0,26.285714285714285,8.999166666666666
2019-09-29,598.8333333333334,21.496000000000002,17.421666666666667,63.85,31.900000000000002,8.755
2019-09-30,827.3333333333334,28.72,15.806666666666667,62.120000000000005,39.371428571428574,8.868333333333334
2019-10-01,552.6666666666666,20.4,20.98,63.64,35.27142857142857,9.491333333333333
2019-10-02,523.5,21.18,83.10333333333334,68.94,31.271428571428572,9.236666666666666
2019-10-03,619.1666666666666,25.16,82.57000000000001,73.8,33.82857142857143,9.903333333333334
2019-10-04,604.6666666666666,23.34,21.834999999999997,68.86,33.3,17.575
2019-10-05,633.6666666666666,25.9,24.566666666666666,76.05,40.4,13.146666666666667
2019-10-06,612.8333333333334,37.18,21.455,63.05,42.93333333333334,16.2
2019-10-07,541.8333333333334,23.0,26.676666666666666,82.9,50.92857142857143,11.376666666666665
2019-10-08,578.0,35.379999999999995,24.983333333333334,82.16,56.21666666666667,14.436666666666666
2019-10-09,640.8333333333334,41.68,24.75,78.64,53.96666666666667,13.981666666666667
2019-10-10,644.8333333333334,33.28,16.829666666666665,59.36,38.0,2.5463333333333336
2019-10-11,526.1666666666666,50.68,28.293333333333333,55.8,34.55714285714286,11.43
2019-10-12,540.3333333333334,46.54,26.599999999999998,62.839999999999996,34.65714285714286,14.935
2019-10-13,569.3333333333334,44.38,25.03333333333333,62.94,35.53333333333333,9.084999999999999
2019-10-14,538.1666666666666,42.6,22.551666666666666,96.12,49.84285714285714,13.111666666666666
2019-10-15,527.6666666666666,36.160000000000004,25.116666666666664,99.67999999999999,51.285714285714285,13.211666666666666
2019-10-16,636.6,50.975,28.9,98.0,56.666666666666664,6.959999999999999
2019-10-17,592.1666666666666,46.160000000000004,19.53333333333333,90.67999999999999,42.228571428571435,4.706666666666666
2019-10-18,499.5,46.44,20.95,53.2,23.385714285714283,9.108333333333333
2019-10-19,481.5,42.160000000000004,22.316666666666666,55.44,21.25714285714286,9.678333333333333
2019-10-20,597.5,42.46,19.148333333333333,48.4,27.099999999999998,8.248333333333333
2019-10-21,499.1666666666667,41.1,21.866666666666664,48.2,20.985714285714288,11.876666666666667
2019-10-22,651.0,47.519999999999996,16.315,70.44,37.728571428571435,7.262166666666666
2019-10-23,507.0,28.74,17.371666666666666,68.5,36.5,10.436333333333334
2019-10-24,576.6666666666666,19.378,14.133333333333333,42.32,21.857142857142858,18.8
2019-10-25,481.5,19.708,15.841666666666667,57.64,22.914285714285715,17.86
2019-10-26,459.6666666666667,16.161893999999997,17.276666666666667,45.339999999999996,20.542857142857144,8.578333333333333
2019-10-27,449.0,19.708,20.081666666666667,54.05999999999999,50.228571428571435,10.738333333333332
2019-10-28,568.8333333333334,20.278666666666666,83.26666666666667,92.3,62.285714285714285,19.718333333333334
2019-10-29,673.0,25.916116666666667,22.3,72.42,39.57142857142857,9.38
2019-10-30,718.6666666666666,23.977166666666665,18.849999999999998,78.5,43.92857142857143,16.294999999999998
2019-10-31,,,,,13.7,
2019-11-01,,,,,13.7,
2019-11-02,,,,,18.5,
2019-11-03,,,,,27.6,
2019-11-04,,,,,,
2019-11-05,,,,,105.0,
2019-11-06,,,,,127.0,
2019-11-07,,,,,74.6,
2019-11-08,,,,,74.4,
2019-11-09,,,,,92.2,
2019-11-10,,,,,59.4,
2019-11-11,890.3333333333334,44.38333333333333,19.25,129.4,56.84285714285714,5.261666666666666
2019-11-12,458.8333333333333,27.983333333333334,34.21666666666667,117.55999999999999,57.67142857142857,16.41
2019-11-13,516.6666666666666,31.55,35.949999999999996,119.2,61.800000000000004,21.073333333333334
2019-11-14,570.3333333333334,28.7,38.266666666666666,123.3,67.03333333333333,15.343333333333334
2019-11-15,716.3333333333334,34.55,33.5,133.6,71.43333333333334,24.138333333333332
2019-11-16,561.5,28.983333333333334,36.6,126.0,65.08333333333333,20.886666666666667
2019-11-17,636.5,28.725,34.05,135.75,70.8,21.1
2019-11-18,733.5,36.36666666666667,43.98333333333333,152.0,75.75,32.34
2019-11-19,700.3333333333334,34.916666666666664,44.21666666666667,161.8,82.78333333333333,15.976666666666667
2019-11-20,735.1666666666666,44.199999999999996,35.516666666666666,157.4,83.73333333333333,14.818333333333333
2019-11-21,699.3333333333334,36.266666666666666,34.38333333333333,136.0,78.8,13.735000000000001
2019-11-22,787.0,42.15,29.816666666666666,143.0,78.25714285714285,21.91333333333333
2019-11-23,790.5,43.550000000000004,25.96666666666667,146.8,78.10000000000001,19.220000000000002
2019-11-24,742.3333333333334,37.38333333333333,34.9,143.2,80.89999999999999,16.653333333333332
2019-11-25,749.1666666666666,32.88333333333333,36.416666666666664,155.0,85.68571428571428,18.496666666666666
2019-11-26,706.5,31.7,33.63333333333333,145.4,80.8,18.296666666666667
2019-11-27,814.0,38.980000000000004,29.86666666666667,141.8,71.88571428571429,14.365
2019-11-28,883.6666666666666,45.083333333333336,29.46666666666667,140.4,73.34285714285714,14.758333333333333
2019-11-29,792.1666666666666,47.61666666666667,29.233333333333334,118.8,62.34285714285714,8.803333333333333
2019-11-30,781.5,38.85,26.433333333333334,133.8,62.9,11.771666666666667
2019-12-01,617.0,27.433333333333334,29.400000000000002,99.92,56.114285714285714,25.061666666666667
2019-12-02,595.3333333333334,26.400000000000002,23.2,74.53999999999999,44.228571428571435,4.576666666666667
2019-12-03,824.0,40.86666666666667,22.133333333333336,96.16,53.07142857142857,17.633333333333333
2019-12-04,809.6666666666666,38.9,32.46666666666667,135.8,79.71428571428571,17.75166666666667
2019-12-05,884.5,46.949999999999996,29.333333333333332,151.8,83.88571428571429,25.368333333333336
2019-12-06,880.3333333333334,47.53333333333333,31.433333333333334,165.2,88.02857142857142,24.650000000000002
2019-12-07,851.1666666666666,50.88333333333333,36.46666666666667,152.6,83.28571428571429,12.950000000000001
2019-12-08,823.5,42.050000000000004,28.683333333333337,125.8,66.27142857142857,16.58666666666667
2019-12-09,835.1666666666666,41.266666666666666,31.900000000000002,122.3,65.46666666666667,5.232833333333333
2019-12-10,852.0,43.76666666666667,32.800000000000004,112.4,55.57142857142857,17.135
2019-12-11,901.1666666666666,45.28333333333333,31.433333333333334,122.0,63.714285714285715,16.375
2019-12-12,740.1666666666666,43.23333333333334,27.566666666666666,106.84,55.028571428571425,13.8635
2019-12-13,582.0,31.116666666666664,27.400000000000002,70.06,31.2,11.528333333333334
2019-12-14,687.0,37.0,30.45,82.4,42.785714285714285,10.768333333333333
2019-12-15,648.0,32.016666666666666,28.716666666666665,78.65,43.371428571428574,12.226666666666667
2019-12-16,741.1666666666666,40.13333333333333,26.95,103.2,50.65714285714286,18.298333333333332
2019-12-17,831.6666666666666,46.666666666666664,24.433333333333334,130.2,69.78571428571429,24.37
2019-12-18,884.0,47.86666666666667,26.28333333333333,148.6,74.04285714285713,21.77
2019-12-19,903.6666666666666,45.86666666666667,29.96666666666667,147.2,73.17142857142858,10.006666666666666
2019-12-20,999.0,53.15,28.95,151.0,78.52857142857144,17.900000000000002
2019-12-21,864.0,44.65,33.63333333333333,156.2,83.87142857142858,17.846666666666668
2019-12-22,724.5,43.18333333333334,33.81666666666667,138.8,73.28571428571429,13.729999999999999
2019-12-23,715.8333333333334,41.6,31.21666666666667,134.0,75.5,8.548333333333334
2019-12-24,619.1666666666666,34.21666666666667,34.0,109.17999999999999,62.214285714285715,14.83
2019-12-25,722.0,32.449999999999996,36.516666666666666,122.6,72.11428571428571,19.18
2019-12-26,724.5,33.333333333333336,31.833333333333332,113.1,61.74285714285715,19.353333333333335
2019-12-27,709.2,35.67999999999999,30.54,122.5,57.739999999999995,17.714000000000002
2019-12-28,713.4,39.54,35.04,142.0,66.76666666666667,29.02
2019-12-29,730.6,41.879999999999995,38.74,147.25,81.02000000000001,24.026
2019-12-30,790.6,35.62,38.239999999999995,125.5,71.11666666666666,14.558000000000002
2019-12-31,677.8333333333334,31.71666666666667,31.86666666666667,83.24,46.885714285714286,12.159999999999998
2020-01-01,615.8333333333334,24.8,30.616666666666664,69.12,40.142857142857146,15.246666666666664
2020-01-02,604.5,27.403333333333332,25.116666666666664,54.64000000000001,30.142857142857142,13.673333333333334
2020-01-03,538.3333333333334,24.916666666666668,24.05,60.2,34.55714285714286,17.546666666666667
2020-01-04,661.0,29.150000000000002,29.78333333333333,105.62,57.357142857142854,13.888333333333334
